ID,RT,DT,CCS,m/z,SD,Abundance,37 2286 - DBS.d.DeMP,40 2182 - DBS.d.DeMP,43 2187 - DBS.d.DeMP,46 2854 - DBS.d.DeMP,49 2911 - DBS.d.DeMP,127 1777 - DBS.d.DeMP,130 1821 - DBS.d.DeMP,133 1673 - DBS.d.DeMP,136 1894 - DBS.d.DeMP,139 3330 - DBS.d.DeMP,82 2003 - DBS.d.DeMP,85 2095 - DBS.d.DeMP,88 2046 - DBS.d.DeMP,91 2889 - DBS.d.DeMP,94 3021 - DBS.d.DeMP,DBS 2184.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
2387,13.956,29.998,223.06,517.2532,0.0016,50,0.001,0.001,0.001,0.001,135,0.001,0.001,0.001,0.001,115,113,166,0.001,0.001,89,189,0.001,0.001,0.001
2388,12.393,34.073,252.11,667.2662,0.0011,50,70,0.001,152,0.001,0.001,0.001,0.001,0.001,0.001,109,0.001,222,121,0.001,132,0.001,0.001,0.001,0.001
2389,9.573,24.508,184.94,335.2204,0.0004,50,131,98,0.001,0.001,92,70,85,0.001,0.001,0.001,0.001,0.001,174,0.001,0.001,155,0.001,0.001,0.001
2390,9.731,27.683,205.98,497.2224,0.0009,50,0.001,0.001,0.001,0.001,0.001,113,0.001,150,0.001,106,89,118,0.001,0.001,0.001,229,0.001,0.001,0.001
2391,3.088,28.181,209.78,509.2196,0.0015,50,0.001,0.001,123,0.001,0.001,0.001,0.001,274,75,0.001,0.001,0.001,191,142,0.001,0.001,0.001,0.001,0.001
2392,12.826,26.429,390.6,369.564,0.0006,50,0.001,0.001,0.001,0.001,251,0.001,0.001,0.001,0.001,0.001,0.001,553,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2393,13.446,28.531,212.1,531.1176,0.0015,50,86,0.001,144,0.001,0.001,0.001,0.001,70,0.001,110,0.001,132,145,0.001,0.001,115,0.001,0.001,0.001
2394,5.434,17.648,133.71,303.9482,0.0009,50,0.001,0.001,117,0.001,120,0.001,101,0.001,0.001,191,0.001,0.001,79,116,0.001,75,0.001,132,0.001
2395,0.317,24.863,205.48,92.9272,0.0004,50,0.001,0.001,0.001,0.001,0.001,0.001,151,0.001,0.001,0.001,148,129,106,136,128,0.001,0.001,0.001,0.001
2396,13.647,28.052,210.32,403.3579,0.0003,50,0.001,0.001,0.001,0.001,79,0.001,0.001,256,0.001,461,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2397,3.089,28.148,209.59,508.2222,0.0013,50,0.001,0.001,115,0.001,82,128,0.001,0.001,0.001,102,99,0.001,141,128,0.001,0.001,0.001,0.001,0.001
2398,15.504,34.56,255.75,651.4345,0.0015,50,0.001,0.001,0.001,0.001,126,0.001,179,180,0.001,260,0.001,50,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2399,13.276,29.092,217.2,424.1779,0.0006,50,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,794,105,0.001,0.001
2400,13.525,33.511,247.95,674.3469,0.0012,50,0.001,141,0.001,0.001,131,0.001,0.001,146,0.001,155,0.001,0.001,220,0.001,0.001,0.001,0.001,0.001,0.001
2401,0.721,22.872,172.78,325.0298,0.0009,49,0.001,141,0.001,0.001,88,0.001,0.001,0.001,96,0.001,0.001,0.001,0.001,0.001,0.001,466,0.001,0.001,0.001
2402,10.373,32.932,243.63,645.3544,0.0044,49,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,791,0.001,0.001,0.001,0.001,0.001,72
2403,15.628,35.759,264.29,685.518,0.001,49,0.001,0.001,0.001,0.001,95,153,72,87,84,104,0.001,0.001,145,50,0.001,0.001,0.001,0.001,0.001
2404,15.592,33.706,249.61,615.4603,0.0002,49,0.001,0.001,0.001,0.001,0.001,151,137,0.001,115,0.001,0.001,0.001,250,0.001,137,0.001,0.001,0.001,0.001
2405,13.239,19.096,146.82,225.0055,0.0008,49,0.001,0.001,189,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,187,154,109,151,0.001,0.001,0.001,71
2406,16.318,37.074,273.61,747.5176,0.0007,49,0.001,0.001,0.001,0.001,177,0.001,92,0.001,0.001,0.001,105,123,0.001,0.001,292,0.001,0.001,0.001,0.001
2407,12.722,18.318,140.26,245.0221,0.0007,49,88,69,0.001,0.001,103,0.001,0.001,0.001,73,0.001,75,92,115,83,91,0.001,0.001,0.001,0.001
2408,10.701,27.213,203.02,470.2872,0.0004,49,0.001,0.001,0.001,0.001,174,0.001,0.001,74,0.001,0.001,0.001,212,0.001,112,215,0.001,0.001,0.001,0.001
2409,13.136,30.991,230.87,489.3561,0.0017,49,0.001,171,54,0.001,0.001,64,0.001,175,0.001,182,0.001,0.001,0.001,0.001,73,68,0.001,0.001,0.001
2410,15.87,28.643,213.68,459.3021,0.002,49,0.001,0.001,215,0.001,0.001,0.001,0.001,0.001,0.001,152,0.001,0.001,187,139,0.001,94,0.001,0.001,0.001
2411,9.687,30.402,225.87,567.2256,0.0007,49,0.001,93,84,0.001,75,0.001,0.001,217,0.001,0.001,0.001,0.001,144,173,0.001,0.001,0.001,0.001,0.001
2412,1.639,27.335,220.52,116.9727,0.0007,49,0.001,56,0.001,0.001,0.001,84,0.001,128,109,91,103,0.001,111,104,0.001,0.001,0.001,0.001,0.001
2413,13.901,35.417,263.97,473.2814,0.0033,49,0.001,0.001,0.001,0.001,0.001,646,0.001,0.001,0.001,0.001,139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2414,14.805,27.561,206.72,397.3112,0.0018,49,0.001,107,0.001,0.001,103,107,59,119,0.001,0.001,97,192,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2415,13.513,24.299,184.1,293.1213,0.0007,49,0.001,0.001,0.001,0.001,0.001,0.001,117,0.001,0.001,174,0.001,0.001,0.001,0.001,106,387,0.001,0.001,0.001
2416,16.128,33.767,249.6,621.4068,0.0048,49,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,61,0.001,0.001,723,0.001,0.001,0.001
2417,5.114,26.848,201.51,385.1674,0.0003,49,0.001,155,126,0.001,0.001,0.001,0.001,0.001,180,0.001,0.001,0.001,0.001,0.001,185,138,0.001,0.001,0.001
2418,14.512,36.774,271.28,743.5446,0.0012,49,0.001,0.001,0.001,0.001,0.001,212,243,138,190,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2419,1.412,25.564,206.32,116.9726,0.0003,49,89,0.001,0.001,0.001,117,0.001,0.001,0.001,127,0.001,0.001,118,115,103,114,0.001,0.001,75,0.001
2420,14.7,32.462,241.03,549.4511,0.002,49,0.001,0.001,0.001,0.001,0.001,0.001,0.001,288,83,347,0.001,0.001,64,0.001,0.001,0.001,0.001,0.001,0.001
2421,10.034,29.044,215.93,539.2516,0.0011,49,71,0.001,127,0.001,0.001,0.001,58,166,53,0.001,0.001,174,133,0.001,0.001,0.001,0.001,0.001,0.001
2422,12.743,21.119,162.15,225.2219,0.0008,49,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,86,158,0.001,0.001,190,140,0.001,207,0.001,0.001,0.001
2423,12.116,24.871,183.89,694.9527,0.0018,49,0.001,105,0.001,0.001,120,0.001,65,64,57,0.001,139,116,0.001,114,0.001,0.001,0.001,62,0.001
2424,14.318,32,238.06,493.3889,0.0019,49,0.001,0.001,0.001,0.001,0.001,0.001,0.001,369,0.001,0.001,99,104,0.001,0.001,0.001,208,0.001,0.001,0.001
2425,13.995,29.804,222.47,449.362,0.0006,49,0.001,0.001,0.001,0.001,97,0.001,0.001,287,0.001,0.001,63,221,0.001,0.001,0.001,111,0.001,0.001,0.001
2426,14.943,25.988,195.56,353.3048,0.0008,49,0.001,92,0.001,0.001,0.001,89,0.001,75,129,82,0.001,0.001,94,0.001,0.001,218,0.001,0.001,0.001
2427,11.06,23.835,177.74,452.9212,0.0006,49,0.001,0.001,0.001,0.001,0.001,206,0.001,0.001,0.001,0.001,0.001,164,0.001,0.001,0.001,406,0.001,0.001,0.001
2428,13.39,28.191,210.05,480.2595,0.0011,49,0.001,0.001,136,0.001,0.001,0.001,84,68,0.001,0.001,77,75,0.001,0.001,179,157,0.001,0.001,0.001
2429,13.588,27.74,207.89,403.3568,0.0012,49,0.001,0.001,0.001,0.001,114,0.001,63,141,0.001,250,0.001,0.001,131,0.001,77,0.001,0.001,0.001,0.001
2430,13.834,27.259,203.8,435.1859,0.0006,49,114,0.001,0.001,0.001,0.001,164,0.001,0.001,0.001,112,0.001,0.001,154,116,116,0.001,0.001,0.001,0.001
2431,13.343,31.322,233.04,517.3881,0.0013,48,0.001,0.001,117,0.001,0.001,0.001,0.001,335,0.001,0.001,0.001,120,0.001,123,79,0.001,0.001,0.001,0.001
2432,12.533,25.922,195.85,326.1873,0.0003,48,0.001,229,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,258,0.001,0.001,287,0.001,0.001,0.001,0.001
2433,4.61,17.305,133.33,211.0231,0.0007,48,0.001,0.001,0.001,0.001,0.001,371,0.001,0.001,0.001,0.001,0.001,0.001,96,0.001,0.001,307,0.001,0.001,0.001
2434,2.803,22.327,180.08,116.9725,0.0006,48,0.001,0.001,0.001,0.001,114,90,0.001,85,0.001,99,55,0.001,75,103,0.001,152,0.001,0.001,0.001
2435,13.456,34.227,253.09,674.2949,0.0021,48,0.001,132,0.001,0.001,0.001,0.001,132,81,0.001,0.001,0.001,164,135,129,0.001,0.001,0.001,0.001,0.001
2436,13.278,19.842,150.96,276.0522,0.001,48,0.001,107,0.001,0.001,91,0.001,0.001,0.001,0.001,0.001,0.001,125,0.001,0.001,0.001,450,0.001,0.001,0.001
2437,15.689,27.16,203.94,384.3556,0.0009,48,116,0.001,76,0.001,0.001,0.001,0.001,0.001,112,88,0.001,86,0.001,143,151,0.001,0.001,0.001,0.001
2438,10.906,25.283,190.23,345.1488,0.0003,48,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,485,0.001,137,0.001,0.001,0.001,0.001,150,0.001,0.001,0.001
2439,16.182,37.65,277.57,768.5222,0.0014,48,0.001,0.001,0.001,0.001,0.001,0.001,133,136,218,0.001,125,0.001,0.001,0.001,159,0.001,0.001,0.001,0.001
2440,14.005,37.012,273.4,719.6373,0.0012,48,86,0.001,0.001,0.001,79,0.001,87,93,0.001,0.001,86,0.001,175,0.001,164,0.001,0.001,0.001,0.001
2441,1.202,25.202,203.44,116.9727,0.0006,48,79,116,0.001,0.001,126,76,92,0.001,62,66,0.001,77,0.001,75,0.001,0.001,0.001,0.001,0.001
2442,13.435,21.253,160.86,311.0353,0.0009,48,128,0.001,0.001,0.001,0.001,0.001,0.001,113,0.001,162,150,73,0.001,0.001,138,0.001,0.001,0.001,0.001
2443,14.182,20.903,158.74,288.9979,0.0007,48,0.001,0.001,217,0.001,0.001,0.001,0.001,0.001,0.001,114,0.001,0.001,265,0.001,167,0.001,0.001,0.001,0.001
2444,2.429,30.072,233.71,187.0058,0.0003,48,0.001,0.001,0.001,0.001,202,0.001,210,0.001,0.001,205,0.001,0.001,0.001,0.001,145,0.001,0.001,0.001,0.001
2445,14.436,29.003,216.58,451.3394,0.0008,48,72,0.001,172,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,238,0.001,113,167,0.001,0.001,0.001
2446,10.287,22.701,172.26,289.094,0.0006,48,0.001,0.001,0.001,0.001,0.001,86,0.001,169,0.001,185,0.001,147,0.001,174,0.001,0.001,0.001,0.001,0.001
2447,10.081,31.961,236.56,628.3028,0.0015,48,0.001,0.001,127,0.001,0.001,0.001,99,0.001,86,0.001,122,0.001,146,0.001,0.001,181,0.001,0.001,0.001
2448,13.459,34.227,252.96,676.2935,0.0013,48,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,390,0.001,0.001,371,0.001,0.001,0.001,0.001,0.001
2449,13.895,33.201,247.69,473.2861,0.001,48,0.001,267,0.001,0.001,0.001,0.001,193,0.001,300,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2450,13.047,28.283,212.23,401.3045,0.0004,48,107,137,0.001,0.001,151,0.001,0.001,0.001,144,0.001,0.001,0.001,0.001,0.001,221,0.001,0.001,0.001,0.001
2451,12.717,27.23,203.68,426.2553,0.0009,48,0.001,91,0.001,0.001,92,100,0.001,96,0.001,0.001,0.001,0.001,86,80,105,110,0.001,0.001,0.001
2452,13.673,29.638,220.64,511.3434,0.0011,47,0.001,76,0.001,0.001,71,0.001,129,104,183,0.001,106,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001
2453,13.502,37.946,279.61,808.3678,0.0027,47,79,0.001,0.001,0.001,0.001,0.001,147,79,0.001,126,109,0.001,0.001,98,120,0.001,0.001,0.001,0.001
2454,12.72,19.821,150.76,275.0554,0.0009,47,0.001,0.001,0.001,0.001,74,94,73,0.001,74,91,60,79,65,0.001,0.001,147,0.001,0.001,0.001
2455,7.049,28.836,215.01,484.9982,0.0008,47,0.001,110,94,0.001,75,0.001,0.001,83,106,92,107,0.001,89,0.001,0.001,0.001,0.001,128,0.001
2456,12.154,26.464,198.19,401.2325,0.0008,47,0.001,0.001,0.001,0.001,0.001,0.001,56,128,0.001,137,0.001,98,0.001,100,102,133,0.001,0.001,0.001
2457,13.881,33.815,250.49,636.3874,0.0015,47,163,0.001,130,0.001,0.001,0.001,0.001,0.001,218,189,54,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2458,1.489,28.159,217.03,212.0005,0.0001,47,0.001,0.001,0.001,0.001,0.001,0.001,232,0.001,0.001,0.001,270,0.001,252,0.001,0.001,0.001,0.001,0.001,0.001
2459,13.344,31.05,231.48,467.3733,0.0018,47,0.001,0.001,150,0.001,0.001,0.001,74,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,529,0.001,0.001,0.001
2460,10.865,30.944,229.16,612.3105,0.0009,47,0.001,0.001,0.001,0.001,163,0.001,0.001,0.001,0.001,0.001,0.001,120,0.001,131,153,186,0.001,0.001,0.001
2461,0.247,17.836,137.47,219.0309,0.0004,47,0.001,0.001,506,0.001,0.001,246,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2462,11.278,26.461,198.11,419.3158,0.0007,47,0.001,0.001,0.001,0.001,125,0.001,0.001,379,70,178,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2463,4.874,23.242,175.03,357.082,0.0005,47,0.001,99,99,0.001,0.001,0.001,0.001,183,0.001,0.001,0.001,119,0.001,177,74,0.001,0.001,0.001,0.001
2464,6.301,33.479,247.41,645.3499,0.0014,47,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,103,95,0.001,0.001,553,0.001,0.001,0.001
2465,13.275,29.134,217.57,421.2025,0.0003,47,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,750,88,0.001,0.001
2466,11.168,18.323,140.3,245.022,0.0006,47,87,77,0.001,0.001,75,0.001,0.001,0.001,78,0.001,95,90,91,75,81,0.001,0.001,0.001,0.001
2467,6.58,34.002,251.11,698.3027,0.0012,47,112,0.001,0.001,0.001,0.001,0.001,84,189,80,0.001,0.001,0.001,0.001,0.001,0.001,284,0.001,0.001,0.001
2468,15.41,33.582,249.46,533.3437,0.0004,47,0.001,237,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,238,0.001,0.001,0.001,274,0.001,0.001,0.001
2469,14.025,27.391,204.81,426.2882,0.0018,47,0.001,0.001,133,0.001,0.001,114,0.001,101,54,125,0.001,0.001,0.001,0.001,113,109,0.001,0.001,0.001
2470,14.414,30.127,224.73,451.3783,0.0009,47,0.001,0.001,0.001,0.001,0.001,0.001,54,181,91,202,0.001,0.001,0.001,0.001,0.001,220,0.001,0.001,0.001
2471,0.977,23.014,173.92,322.0593,0.0005,47,96,0.001,0.001,0.001,0.001,0.001,95,89,0.001,0.001,171,143,0.001,153,0.001,0.001,0.001,0.001,0.001
2472,12.502,27.59,206.53,421.3548,0.0016,47,0.001,0.001,97,0.001,0.001,435,74,0.001,0.001,0.001,0.001,0.001,141,0.001,0.001,0.001,0.001,0.001,0.001
2473,11.979,27.375,203.57,543.055,0.0008,47,0.001,67,159,0.001,83,0.001,80,0.001,0.001,55,0.001,154,149,0.001,0.001,0.001,0.001,0.001,0.001
2474,13.48,37.183,274.23,791.3331,0.0027,47,0.001,0.001,260,0.001,0.001,0.001,0.001,0.001,0.001,240,0.001,0.001,246,0.001,0.001,0.001,0.001,0.001,0.001
2475,13.58,31.943,237.69,519.4034,0.0007,47,0.001,0.001,107,0.001,68,0.001,0.001,74,0.001,0.001,87,115,140,154,0.001,0.001,0.001,0.001,0.001
2476,14.999,27.296,205.21,355.3218,0.0007,47,0.001,0.001,0.001,0.001,0.001,0.001,0.001,148,0.001,0.001,0.001,151,139,0.001,0.001,306,0.001,0.001,0.001
2477,13.502,32.577,241.13,643.3167,0.0014,46,0.001,0.001,142,0.001,0.001,122,0.001,121,120,0.001,124,0.001,0.001,0.001,114,0.001,0.001,0.001,0.001
2478,9.929,30.503,226.36,584.2758,0.0003,46,86,0.001,131,0.001,0.001,0.001,73,0.001,0.001,0.001,0.001,205,0.001,134,113,0.001,0.001,0.001,0.001
2479,4.236,27.194,215.84,141.0178,0.0011,46,0.001,89,60,0.001,96,106,81,0.001,83,0.001,114,0.001,61,52,0.001,0.001,0.001,89,0.001
2480,7.22,25.023,188.59,355.2283,0.0007,46,0.001,182,122,0.001,218,0.001,0.001,136,0.001,0.001,0.001,83,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2481,14.082,31.782,235.98,550.3506,0.0016,46,0.001,0.001,0.001,0.001,0.001,0.001,124,0.001,0.001,86,0.001,0.001,160,73,298,0.001,0.001,0.001,0.001
2482,0.823,17.628,136.6,195.0516,0.0003,46,97,0.001,0.001,0.001,0.001,0.001,130,0.001,0.001,0.001,0.001,0.001,0.001,0.001,168,345,0.001,0.001,0.001
2483,15.231,29.237,218.02,465.4305,0.0011,46,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,112,143,0.001,0.001,393,0.001,0.001,0.001
2484,13.542,25.227,190.23,339.2894,0.0007,46,0.001,83,0.001,0.001,0.001,0.001,140,0.001,0.001,120,111,0.001,138,0.001,147,0.001,0.001,0.001,0.001
2485,13.534,33.86,250.76,613.4448,0.0011,46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,365,0.001,0.001,0.001,0.001,374,0.001,0.001,0.001,0.001
2486,6.764,31.578,233.9,611.3082,0.0009,46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,319,0.001,92,0.001,0.001,162,165,0.001,0.001,0.001,0.001,0.001
2487,3.088,29.232,217.03,553.2273,0.0012,46,0.001,0.001,0.001,0.001,0.001,126,0.001,0.001,97,0.001,106,144,140,0.001,124,0.001,0.001,0.001,0.001
2488,15.326,33.578,249.47,532.3473,0.0018,46,0.001,153,0.001,0.001,0.001,0.001,0.001,0.001,54,0.001,99,170,0.001,0.001,115,146,0.001,0.001,0.001
2489,15.282,33.189,246.86,538.5204,0.0009,46,0.001,103,89,0.001,111,151,0.001,0.001,0.001,0.001,0.001,0.001,140,143,0.001,0.001,0.001,0.001,0.001
2490,12.888,25.711,193.47,353.2157,0.0018,46,0.001,127,0.001,0.001,0.001,171,0.001,141,0.001,0.001,0.001,61,0.001,145,0.001,89,0.001,0.001,0.001
2491,1.527,18.602,143.31,211.0825,0.0006,46,0.001,0.001,0.001,0.001,0.001,0.001,185,0.001,0.001,0.001,0.001,0.001,0.001,0.001,324,223,0.001,0.001,0.001
2492,15.036,32.951,245.28,505.3362,0.0009,46,0.001,0.001,0.001,0.001,100,98,192,142,120,80,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2493,4.848,25.87,194.39,369.1729,0.0012,46,0.001,0.001,0.001,0.001,0.001,0.001,279,0.001,0.001,307,0.001,0.001,0.001,0.001,146,0.001,0.001,0.001,0.001
2494,5.658,32.685,241.54,654.2766,0.0023,46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,85,0.001,0.001,158,156,0.001,330,0.001,0.001,0.001
2495,9.581,24.801,187.25,327.1327,0.0008,46,83,0.001,0.001,0.001,75,129,0.001,138,75,0.001,0.001,0.001,0.001,0.001,102,126,0.001,0.001,0.001
2496,16.264,24.248,183.05,330.2354,0.0004,46,0.001,0.001,120,0.001,0.001,79,0.001,133,115,106,175,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2497,15.467,36.715,270.94,730.5019,0.0012,45,0.001,0.001,0.001,0.001,0.001,120,0.001,212,0.001,0.001,0.001,214,0.001,181,0.001,0.001,0.001,0.001,0.001
2498,15.689,18.453,141.77,228.9812,0.0006,45,0.001,0.001,215,0.001,0.001,0.001,0.001,0.001,0.001,190,0.001,169,153,0.001,0.001,0.001,0.001,0.001,0.001
2499,12.435,31.724,235.92,524.1667,0.0011,45,107,0.001,0.001,0.001,0.001,57,91,118,94,122,0.001,0.001,0.001,0.001,137,0.001,0.001,0.001,0.001
2500,15.988,33.08,245.59,551.5407,0.0006,45,0.001,0.001,0.001,0.001,0.001,0.001,90,0.001,84,104,0.001,127,0.001,321,0.001,0.001,0.001,0.001,0.001
2501,15.858,34.699,256.5,669.4509,0.0004,45,0.001,0.001,0.001,0.001,0.001,498,0.001,228,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2502,13.19,32.16,239.17,511.399,0.0016,45,0.001,0.001,114,0.001,0.001,0.001,0.001,0.001,0.001,366,0.001,0.001,0.001,0.001,0.001,245,0.001,0.001,0.001
2503,5.084,31.341,232.35,610.2525,0.0018,45,0.001,98,156,0.001,0.001,0.001,106,0.001,0.001,121,0.001,0.001,0.001,139,105,0.001,0.001,0.001,0.001
2504,9.683,31.374,232.5,609.2401,0.0013,45,0.001,0.001,86,0.001,0.001,84,0.001,167,0.001,100,114,174,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2505,9.541,23.586,178.3,309.206,0.0004,45,0.001,0.001,0.001,0.001,0.001,203,0.001,85,0.001,0.001,0.001,0.001,0.001,0.001,165,272,0.001,0.001,0.001
2506,14.607,27.994,209.46,409.3676,0.0011,45,0.001,0.001,0.001,0.001,0.001,0.001,0.001,167,0.001,201,0.001,0.001,114,75,0.001,167,0.001,0.001,0.001
2507,13.133,26.341,197.92,369.2999,0.0006,45,0.001,0.001,0.001,0.001,0.001,89,163,115,0.001,148,0.001,85,0.001,124,0.001,0.001,0.001,0.001,0.001
2508,14.857,30.291,225.91,479.4821,0.0014,45,0.001,0.001,229,0.001,0.001,0.001,0.001,0.001,303,0.001,0.001,191,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2509,14.774,19.587,150.41,223.0278,0.0006,45,0.001,0.001,0.001,0.001,0.001,129,309,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,284,0.001,0.001,0.001
2510,11.036,21.436,163.8,249.1523,0.0006,45,114,0.001,0.001,0.001,0.001,140,0.001,107,0.001,0.001,0.001,74,0.001,134,0.001,152,0.001,0.001,0.001
2511,12.597,20.466,155.19,307.04,0.0003,45,249,0.001,229,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,243,0.001,0.001,0.001,0.001,0.001,0.001
2512,14.96,24.82,187.34,323.2943,0.0009,45,0.001,0.001,0.001,0.001,0.001,123,74,0.001,0.001,63,80,0.001,154,0.001,67,159,0.001,0.001,0.001
2513,11.679,18.314,140.23,245.0222,0.0007,45,64,73,0.001,0.001,55,67,75,0.001,0.001,0.001,83,76,74,74,77,0.001,0.001,0.001,0.001
2514,7.544,27.63,206.46,425.1159,0.0011,45,0.001,0.001,0.001,0.001,0.001,0.001,113,142,0.001,126,0.001,0.001,0.001,0.001,0.001,337,0.001,0.001,0.001
2515,1.272,16.542,136.65,93.0345,0.0002,45,0.001,0.001,0.001,0.001,0.001,0.001,0.001,196,0.001,107,0.001,156,0.001,0.001,0.001,259,0.001,0.001,0.001
2516,15.001,19.535,150.2,223.0279,0.0005,45,0.001,0.001,0.001,0.001,0.001,399,318,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2517,14.516,25.224,190.42,333.2787,0.0005,45,0.001,115,131,0.001,163,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0.001,0.001,241,0.001,0.001,0.001
2518,13.69,28.646,214.01,423.3463,0.0014,45,0.001,0.001,0.001,0.001,0.001,0.001,0.001,218,0.001,416,0.001,0.001,0.001,0.001,0.001,81,0.001,0.001,0.001
2519,14.281,19.881,151.26,276.0527,0.0006,45,103,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,451,0.001,0.001,0.001
2520,15.262,32.857,243.64,597.3487,0.0014,45,105,116,0.001,0.001,0.001,76,0.001,105,0.001,0.001,111,0.001,0.001,89,112,0.001,66,0.001,0.001
2521,10.072,27.614,206.7,399.2197,0.0009,45,0.001,0.001,0.001,0.001,0.001,0.001,0.001,137,511,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001
2522,8.676,24.748,186.18,353.2312,0.0011,45,100,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,613,0.001,0.001,0.001
2523,16.026,28.392,212.3,423.4187,0.0001,45,0.001,0.001,158,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,251,0.001,0.001,304,0.001,0.001,0.001
2524,13.567,30.903,230.09,491.372,0.0011,45,0.001,0.001,103,0.001,0.001,0.001,0.001,196,0.001,0.001,75,0.001,92,149,0.001,98,0.001,0.001,0.001
2525,13.468,30.951,229.79,552.3096,0.0015,45,0.001,0.001,0.001,0.001,0.001,131,0.001,175,0.001,138,85,0.001,96,0.001,88,0.001,0.001,0.001,0.001
2526,2.107,16.193,127.3,161.0237,0.0005,45,440,0.001,0.001,0.001,0.001,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001,182,0.001,0.001,0.001,0.001,0.001
2527,1.413,17.702,136.18,218.9955,0.0006,44,121,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,590,0.001,0.001,0.001
2528,15.687,32.187,238.91,569.4025,0.002,44,55,0.001,0.001,0.001,0.001,211,0.001,0.001,0.001,160,188,0.001,0.001,97,0.001,0.001,0.001,0.001,0.001
2529,1.503,22.558,173.91,212.0009,0.0017,44,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,53,0.001,251,0.001,121,0.001,286,0.001,0.001,0.001,0.001
2530,2.539,25.001,187.39,403.0859,0.0008,44,0.001,80,0.001,0.001,0.001,0.001,138,0.001,0.001,162,0.001,129,58,0.001,144,0.001,0.001,0.001,0.001
2531,14.195,32.957,243.45,692.1546,0.0019,44,0.001,56,0.001,0.001,0.001,0.001,0.001,0.001,0.001,164,0.001,153,0.001,154,128,55,0.001,0.001,0.001
2532,12.733,37.009,273.24,673.3571,0.002,44,0.001,0.001,0.001,0.001,0.001,0.001,195,0.001,0.001,0.001,283,0.001,0.001,0.001,0.001,230,0.001,0.001,0.001
2533,15.333,32.905,244.14,579.5358,0.001,44,0.001,0.001,172,0.001,0.001,0.001,0.001,85,0.001,0.001,0.001,240,93,115,0.001,0.001,0.001,0.001,0.001
