ID,RT,DT,CCS,m/z,SD,Abundance,37 2286 - DBS.d.DeMP,40 2182 - DBS.d.DeMP,43 2187 - DBS.d.DeMP,46 2854 - DBS.d.DeMP,49 2911 - DBS.d.DeMP,127 1777 - DBS.d.DeMP,130 1821 - DBS.d.DeMP,133 1673 - DBS.d.DeMP,136 1894 - DBS.d.DeMP,139 3330 - DBS.d.DeMP,82 2003 - DBS.d.DeMP,85 2095 - DBS.d.DeMP,88 2046 - DBS.d.DeMP,91 2889 - DBS.d.DeMP,94 3021 - DBS.d.DeMP,DBS 2184.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
3781,13.136,24.975,188.44,342.1985,0.0004,17,0.001,0.001,152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,127,0.001,0.001,0.001,0.001,0.001
3782,9.549,30.092,223.49,565.2126,0.0011,17,0.001,0.001,69,0.001,0.001,0.001,0.001,109,0.001,0.001,0.001,101,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3783,10.132,36.213,267.11,786.3392,0.0012,17,59,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,73,147,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3784,10.935,22.323,169.65,269.2119,0.0006,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,0.001,0.001,0.001,0.001,0.001,179,0.001,0.001,0.001
3785,9.68,29.225,217.22,542.2292,0.0007,17,65,0.001,0.001,0.001,0.001,74,0.001,0.001,0.001,0.001,0.001,0.001,75,0.001,65,0.001,0.001,0.001,0.001
3786,3.036,22.769,183.78,116.9725,0.0008,17,0.001,62,0.001,0.001,0.001,0.001,0.001,78,0.001,63,0.001,0.001,76,0.001,0.001,0.001,0.001,0.001,0.001
3787,13.541,28.879,215.63,457.3297,0.0006,17,0.001,0.001,0.001,0.001,68,0.001,0.001,0.001,67,61,0.001,0.001,83,0.001,0.001,0.001,0.001,0.001,0.001
3788,14.993,28.002,209.56,433.3675,0.0004,17,0.001,0.001,127,0.001,0.001,0.001,0.001,151,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3789,10.395,19.126,145.45,285.043,0.0011,17,0.001,0.001,56,0.001,70,0.001,0.001,0.001,0.001,0.001,0.001,79,0.001,0.001,73,0.001,0.001,0.001,0.001
3790,0.28,19.774,149.87,294.9914,0.0013,17,0.001,0.001,0.001,0.001,184,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,94,0.001,0.001,0.001
3791,12.109,22.446,170.43,291.0878,0.0012,17,93,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,69,0.001,0.001,0.001,116,0.001,0.001,0.001,0.001
3792,13.13,24.095,181.84,315.2539,0.0015,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,215,0.001,0.001,0.001,0.001,0.001,62,0.001,0.001,0.001
3793,13.512,27.712,207.56,405.3728,0.0008,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,98,0.001,179,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3794,13.692,29.958,223.78,417.2085,0.0001,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,121,0.001,0.001,0.001,156,0.001,0.001,0.001
3795,12.328,30.185,225.09,463.3397,0.0006,17,0.001,0.001,76,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,88,0.001,113,0.001,0.001,0.001
3796,0.626,22.477,185.95,92.928,0.0006,17,0.001,0.001,0.001,0.001,64,0.001,0.001,0.001,0.001,0.001,0.001,130,0.001,0.001,82,0.001,0.001,0.001,0.001
3797,14.835,28.464,212.13,451.3393,0,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,90,0.001,0.001,186,0.001,0.001,0.001
3798,13.466,27.382,203.49,543.0548,0.0025,17,0.001,81,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,69,0.001,0.001,0.001,0.001,59,0.001,0.001,0.001
3799,0.391,31.725,244.71,215.0311,0.0009,17,0.001,115,0.001,0.001,82,79,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3800,0.399,23.139,191.25,92.9277,0.0009,17,0.001,0.001,0.001,0.001,0.001,82,0.001,0.001,92,0.001,0.001,0.001,102,0.001,0.001,0.001,0.001,0.001,0.001
3801,13.328,25.383,193.14,279.234,0.0008,17,0.001,167,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,109,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3802,12.048,24.856,186.28,421.0753,0.0006,17,90,0.001,131,0.001,0.001,0.001,0.001,0.001,0.001,55,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3803,0.269,23.03,174.65,291.0819,0.0005,17,80,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001,105,0.001,0.001,0.001
3804,12.007,21.213,160.05,333.0367,0.0002,17,0.001,0.001,0.001,0.001,0.001,152,123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3805,15.116,28.59,214.03,397.3675,0.0005,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,86,0.001,0.001,0.001,0.001,122,0.001,0.001,0.001
3806,13.029,30.78,228.91,485.384,0.001,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,166,0.001,0.001,0.001,0.001,0.001,109,0.001,0.001,0.001
3807,13.994,28.385,213.53,356.3247,0.0003,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,115,0.001,160,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3808,14.43,30.637,228.32,477.3587,0.0016,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,70,0.001,0.001,0.001,56,148,0.001,0.001,0.001,0.001,0.001,0.001
3809,13.154,30.401,227,459.3104,0.0017,17,0.001,0.001,0.001,0.001,94,0.001,0.001,0.001,0.001,0.001,0.001,94,86,0.001,0.001,0.001,0.001,0.001,0.001
3810,1.601,25.746,192.28,473.1153,0.0015,17,60,0.001,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001,124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3811,13.509,28.795,214.35,516.2705,0.0045,17,78,0.001,0.001,0.001,0.001,0.001,0.001,108,87,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3812,7.942,20.85,159.36,249.184,0.0003,17,0.001,0.001,0.001,0.001,0.001,121,100,0.001,0.001,0.001,0.001,0.001,52,0.001,0.001,0.001,0.001,0.001,0.001
3813,14.875,24.932,187.98,327.2897,0.0015,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,80,0.001,0.001,70,0.001,0.001,0.001,123,0.001,0.001,0.001
3814,6.238,21.75,164.82,299.0247,0.0007,17,0.001,0.001,0.001,0.001,0.001,118,0.001,0.001,0.001,88,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001
3815,14.363,30.822,228.82,518.2837,0.0025,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,102,0.001,0.001,0.001,171,0.001,0.001,0.001
3816,13.514,33.395,247.54,589.4475,0.0003,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,93,0.001,122,0.001,0.001,0.001,0.001,58,0.001,0.001,0.001,0.001
3817,0.241,27.91,211.67,291.0859,0.0008,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,169,103,0.001,0.001,0.001,0.001,0.001,0.001
3818,14.676,23.173,173.83,389.0304,0.0003,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,99,0.001,0.001,173,0.001,0.001,0.001,0.001,0.001,0.001
3819,10.643,24.317,183.51,315.2512,0.0004,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,109,163,0.001,0.001,0.001
3820,9.837,26.247,196.71,393.2226,0.0021,17,0.001,0.001,0.001,0.001,60,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,212,0.001,0.001,0.001
3821,12.143,30.204,225.17,487.3404,0.0006,17,0.001,0.001,85,0.001,0.001,0.001,0.001,0.001,0.001,117,0.001,0.001,70,0.001,0.001,0.001,0.001,0.001,0.001
3822,4.728,25.193,188.92,392.1944,0.0001,17,0.001,0.001,0.001,0.001,0.001,89,0.001,183,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3823,14.015,18.027,138.17,234.0413,0.0001,17,0.001,0.001,68,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,204,0.001,0.001,0.001
3824,7.299,19.559,149.76,239.0666,0.001,17,0.001,79,0.001,0.001,0.001,117,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,75,0.001,0.001,0.001
3825,15.117,37.985,279.92,788.5128,0.0049,17,0.001,0.001,0.001,0.001,0.001,162,0.001,0.001,0.001,52,0.001,57,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3826,14.387,31.591,234.3,576.3305,0.0003,17,0.001,0.001,0.001,0.001,0.001,168,0.001,0.001,0.001,103,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3827,15.865,39.488,290.83,858.5212,0.002,17,0.001,0.001,0.001,0.001,102,0.001,0.001,0.001,0.001,111,0.001,58,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3828,15.043,25.427,189.97,461.052,0.0007,17,0.001,0.001,116,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,155,0.001,0.001,0.001,0.001,0.001,0.001
3829,2.939,19.831,151.66,238.0713,0.0009,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,106,0.001,0.001,0.001,0.001,0.001,164,0.001,0.001,0.001
3830,16.381,35.746,264.87,621.6008,0.0027,17,0.001,0.001,0.001,0.001,83,0.001,0.001,0.001,119,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0.001,0.001
3831,12.586,26.027,196.49,325.3924,0.0002,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,119,0.001,0.001,0.001,151,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3832,15.238,35.588,263.15,687.4583,0.0015,17,54,0.001,0.001,0.001,0.001,0.001,128,0.001,0.001,0.001,0.001,0.001,88,0.001,0.001,0.001,0.001,0.001,0.001
3833,15.197,30.001,223.32,511.2938,0.0019,17,0.001,89,0.001,0.001,0.001,0.001,61,0.001,0.001,0.001,0.001,58,0.001,62,0.001,0.001,0.001,0.001,0.001
3834,14.051,27.251,205.85,331.2637,0.001,17,0.001,0.001,180,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3835,15.686,29.473,219.93,457.3902,0.0021,17,0.001,0.001,0.001,0.001,0.001,130,0.001,0.001,0.001,0.001,0.001,0.001,139,0.001,0.001,0.001,0.001,0.001,0.001
3836,15.049,26.03,195.62,356.3245,0.0007,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,112,0.001,0.001,77,0.001,0.001,0.001,80,0.001,0.001,0.001
3837,12.048,18.011,138.05,234.0406,0.0003,17,0.001,0.001,68,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,201,0.001,0.001,0.001
3838,14.081,35.909,265.09,715.5108,0.0016,17,0.001,0.001,0.001,0.001,0.001,208,0.001,0.001,0.001,0.001,0.001,0.001,0.001,61,0.001,0.001,0.001,0.001,0.001
3839,13.123,26.749,201.33,369.2427,0.0032,17,0.001,0.001,137,0.001,61,0.001,0.001,70,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3840,15.819,27.144,203.8,384.3553,0.0008,17,0.001,69,0.001,0.001,0.001,0.001,59,0.001,0.001,0.001,0.001,0.001,0.001,65,75,0.001,0.001,0.001,0.001
3841,13.235,24.711,186.25,325.2713,0.0001,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,142,0.001,0.001,0.001,0.001,126,0.001,0.001,0.001
3842,6.459,24.041,181.23,329.1132,0.0011,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,60,0.001,79,0.001,0.001,0.001,0.001,0.001,129,0.001,0.001,0.001
3843,13.899,21.781,166.11,267.0772,0.0006,17,0.001,0.001,0.001,0.001,115,0.001,0.001,0.001,0.001,0.001,0.001,152,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3844,6.825,31.621,234.18,585.3099,0.0008,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,74,0.001,0.001,77,0.001,116,0.001,0.001,0.001
3845,9.265,23.792,180.07,313.2371,0.0004,17,0.001,0.001,0.001,0.001,109,0.001,0.001,95,0.001,0.001,0.001,63,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3846,15.268,29.555,220.51,473.3629,0.0016,17,0.001,0.001,72,0.001,0.001,0.001,0.001,0.001,0.001,0.001,85,110,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3847,0.441,21.082,160.21,273.1144,0.0011,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,97,0.001,0.001,0.001,0.001,82,87,0.001,0.001,0.001
3848,16.24,34.582,256.05,659.466,0.001,17,0.001,0.001,0.001,0.001,79,187,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3849,12.795,36.809,271.16,736.1557,0.0048,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,91,0.001,0.001,0.001,0.001,0.001,0.001,0.001,175,0.001,0.001,0.001
3850,13.445,32.991,244.18,631.2742,0.0027,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,131,134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3851,15.193,23.225,174.25,387.0331,0.0007,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,107,0.001,0.001,0.001,0.001,0.001,0.001,158,0.001,0.001,0.001,0.001
3852,11.37,19.812,151.07,276.0525,0.0004,17,90,86,0.001,0.001,89,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3853,15.344,37.998,280.7,637.4285,0.0003,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,51,0.001,0.001,0.001,214,0.001,0.001,0.001
3854,16.018,35.731,263.89,700.5052,0.0025,17,0.001,0.001,0.001,0.001,0.001,0.001,71,68,72,54,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3855,14.075,30.08,224.51,449.3618,0.0012,17,0.001,0.001,74,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,125,0.001,0.001,0.001
3856,15.198,35.515,262.76,697.48,0.0015,17,114,82,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3857,15.817,32.866,243.76,597.3491,0.001,17,75,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,81,108,0.001,0.001,0.001,0.001
3858,3.766,21.239,161.6,273.1114,0,17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,74,0.001,0.001,190,0.001,0.001,0.001,0.001
3859,15.307,35.997,266.57,632.599,0.0013,16,0.001,0.001,64,0.001,0.001,0.001,71,0.001,0.001,0.001,0.001,62,66,0.001,0.001,0.001,0.001,0.001,0.001
3860,7.436,34.013,251.41,673.3839,0.0012,16,0.001,0.001,0.001,0.001,0.001,95,0.001,168,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3861,10.69,30.805,228.17,612.3139,0.0034,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,72,0.001,0.001,0.001,191,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3862,12.924,26.313,197.42,395.2264,0.0009,16,0.001,0.001,0.001,0.001,101,0.001,0.001,0.001,0.001,0.001,0.001,62,0.001,0.001,100,0.001,0.001,0.001,0.001
3863,13.905,29.821,219.69,880.9415,0.0006,16,0.001,0.001,122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,141,0.001,0.001,0.001,0.001,0.001
3864,4.848,19.221,145.6,303.0559,0.0018,16,0.001,0.001,0.001,0.001,0.001,0.001,112,0.001,0.001,150,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3865,7.554,36.045,265.55,733.4031,0.0031,16,0.001,0.001,0.001,0.001,0.001,76,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,186,0.001,0.001,0.001
3866,13.813,31.217,232.48,489.2592,0.0023,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,197,65,0.001,0.001,0.001,0.001,0.001,0.001
3867,3.093,29.057,230.42,141.0176,0.001,16,0.001,0.001,0.001,0.001,0.001,86,0.001,80,0.001,0.001,0.001,96,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3868,6.256,16.674,126.75,280.9814,0.0004,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,88,0.001,0.001,0.001,72,102,0.001,0.001,0.001,0.001,0.001
3869,11.688,23.964,181.43,301.2169,0.0006,16,125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,137,0.001,0.001,0.001
3870,15.663,21.786,165.14,297.0451,0.0003,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,61,111,90,0.001,0.001,0.001,0.001,0.001,0.001
3871,14.006,31.464,233.57,597.3592,0.0023,16,0.001,0.001,106,0.001,68,0.001,0.001,88,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3872,13.777,19.545,150.39,225.0249,0.0008,16,129,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3873,13.543,28.895,215.78,421.331,0.0016,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,175,0.001,0.001,0.001,0.001,0.001,86,0.001,0.001,0.001
3874,14.235,27.424,205.54,394.3313,0.0018,16,0.001,0.001,60,0.001,0.001,105,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,96,0.001,0.001,0.001
3875,12.319,28.758,213.08,597.081,0.0039,16,0.001,0.001,122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,81,0.001,0.001,58,0.001,0.001,0.001
3876,12.611,34.601,255.21,710.1467,0.0031,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,64,0.001,0.001,0.001,56,0.001,0.001,0.001,141,0.001,0.001,0.001
3877,0.383,22.629,170.89,335.1136,0.0009,16,87,0.001,0.001,0.001,0.001,0.001,0.001,174,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3878,2.634,16.468,129.73,151.0394,0.0003,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,138,0.001,0.001,0.001,0.001,0.001,0.001,123,0.001,0.001,0.001
3879,14.002,30.229,225.02,523.3461,0.0037,16,72,0.001,73,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,54,0.001,61,0.001,0.001,0.001,0.001
3880,15.827,35.026,260.03,571.437,0.0015,16,0.001,0.001,0.001,0.001,59,115,0.001,86,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3881,15.208,28.953,215.87,493.3262,0.0011,16,0.001,0.001,139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,121,0.001,0.001,0.001,0.001,0.001,0.001
3882,14.435,29.976,227.61,283.2626,0.0007,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,157,0.001,0.001,103,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3883,14.357,28.429,212.38,453.3208,0.0002,16,0.001,0.001,0.001,0.001,105,0.001,0.001,0.001,0.001,0.001,0.001,78,0.001,0.001,77,0.001,0.001,0.001,0.001
3884,13.868,24.436,185,317.2074,0.0008,16,0.001,0.001,96,0.001,88,0.001,0.001,0.001,0.001,0.001,0.001,0.001,76,0.001,0.001,0.001,0.001,0.001,0.001
3885,4.851,29.268,217.3,553.1167,0.0004,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,170,0.001,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001
3886,10.324,21.518,162.2,359.0332,0.0006,16,69,0.001,51,0.001,72,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3887,11.84,19.682,148.96,314.0295,0.0008,16,0.001,0.001,77,0.001,0.001,56,0.001,76,50,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3888,14.136,29.543,217.28,944.9372,0.004,16,69,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,59,56,0.001,75,0.001,0.001,0.001,0.001,0.001,0.001
3889,14.878,27.467,205.44,423.2875,0.0014,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,117,0.001,0.001,75,0.001,0.001,0.001,0.001
3890,14.588,28.96,215.94,469.3306,0.0003,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,56,69,0.001,62,72,0.001,0.001,0.001,0.001
3891,15.075,35.363,260.87,703.3866,0.0011,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,76,66,0.001,0.001,117,0.001,0.001,0.001
3892,15.466,28.3,211.67,423.4094,0.0007,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,128,0.001,130,0.001,0.001,0.001,0.001
3893,13.478,35.106,259.51,669.2886,0.0008,16,0.001,0.001,0.001,0.001,0.001,0.001,130,0.001,0.001,0.001,0.001,128,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3894,8.238,23.538,177.97,311.2219,0.0002,16,0.001,142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,116,0.001,0.001,0.001
3895,11.865,21.21,160.02,333.0371,0.0002,16,0.001,0.001,0.001,0.001,0.001,127,131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3896,11.896,18.826,150.45,131.012,0.0008,16,0.001,88,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,90,80,0.001,0.001,0.001,0.001,0.001
3897,15.192,28.335,211.38,455.352,0.0003,16,0.001,0.001,75,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,182,0.001,0.001,0.001
3898,14.869,24.73,183.37,624.9557,0.0017,16,0.001,0.001,57,0.001,55,0.001,0.001,0.001,0.001,0.001,77,0.001,68,0.001,0.001,0.001,0.001,0.001,0.001
3899,13.87,31.267,233.19,447.3471,0.0006,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,73,86,0.001,0.001,0.001,0.001,0.001,98,0.001,0.001,0.001
3900,0.251,17.379,134.89,191.0548,0.0014,16,0.001,0.001,0.001,0.001,0.001,159,0.001,0.001,0.001,0.001,98,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3901,13.877,30.801,229.01,489.2766,0.0016,16,0.001,0.001,0.001,0.001,0.001,0.001,82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,175,0.001,0.001,0.001
3902,12.567,17.398,133.43,242.0318,0.0003,16,76,100,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,80,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3903,10.534,27.613,205.8,478.2449,0.0003,16,0.001,0.001,0.001,0.001,0.001,131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,125,0.001,0.001,0.001,0.001
3904,15.207,38.122,280.89,794.4968,0.0021,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,52,0.001,129,0.001,0.001,0.001,0.001,75,0.001,0.001,0.001,0.001
3905,15.766,32.196,238.02,715.127,0.0019,16,0.001,76,0.001,0.001,52,0.001,65,0.001,0.001,0.001,63,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3906,16.277,35.717,264.3,663.6291,0.0009,16,0.001,0.001,76,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,119,0.001,61,0.001,0.001,0.001,0.001,0.001
3907,13.043,18.029,138.19,234.0412,0.0002,16,0.001,0.001,75,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,181,0.001,0.001,0.001
3908,16.171,26.033,196,355.3203,0.0007,16,0.001,0.001,88,0.001,62,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,106,0.001,0.001,0.001
3909,10.155,20.433,152.81,442.9721,0.0008,16,0.001,124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,64,68,0.001,0.001,0.001,0.001,0.001
3910,10,24.086,181.82,327.1635,0.0009,16,0.001,0.001,0.001,0.001,0.001,94,0.001,0.001,0.001,76,0.001,0.001,0.001,85,0.001,0.001,0.001,0.001,0.001
3911,12.225,22.09,165.68,402.0437,0.0018,16,74,0.001,0.001,0.001,0.001,0.001,0.001,0.001,81,100,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3912,14.362,18.031,138.2,234.0413,0,16,0.001,0.001,55,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,200,0.001,0.001,0.001
3913,3.398,30.604,226.81,597.2528,0.0006,16,0.001,0.001,0.001,0.001,0.001,123,0.001,0.001,0.001,0.001,0.001,0.001,131,0.001,0.001,0.001,0.001,0.001,0.001
3914,14.041,20.847,158.5,282.9933,0.0003,16,0.001,0.001,111,0.001,0.001,0.001,0.001,57,0.001,0.001,0.001,0.001,86,0.001,0.001,0.001,0.001,0.001,0.001
3915,14.122,33.99,251.15,717.1541,0.0005,16,0.001,0.001,89,0.001,0.001,0.001,0.001,63,0.001,0.001,0.001,0.001,102,0.001,0.001,0.001,0.001,0.001,0.001
3916,11.348,28.225,210.35,451.2502,0.0001,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,85,0.001,0.001,0.001,0.001,0.001,0.001,0.001,169,0.001,0.001,0.001
3917,13.935,23.757,179.79,299.2573,0.0003,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,107,0.001,66,0.001,80,0.001,0.001,0.001
3918,6.741,29.292,232.29,141.0152,0.0014,16,0.001,0.001,0.001,0.001,0.001,56,0.001,0.001,115,0.001,82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3919,6.994,35.249,259.63,742.3292,0.0004,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,78,0.001,0.001,0.001,0.001,0.001,175,0.001,0.001,0.001
3920,15.449,33.066,245.59,561.4867,0.0031,16,63,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,120,0.001,0.001,0.001,70,0.001,0.001,0.001,0.001,0.001
