,Name,Classification Type,CCS,RT,m/z,ID,Average Abundance,Detection Frequency (%)
1941,No Match,unmatched,139.27,9.977,251.8952,10410.0,100.0,100.0
1942,No Match,unmatched,137.74666666666667,6.674,251.9487333333333,61055.0,100.0,100.0
1943,No Match,unmatched,149.94,6.832,251.9495,61694.0,100.0,100.0
1944,No Match,unmatched,141.32,0.6060000000000001,251.96015,65936.0,100.0,100.0
1945,No Match,unmatched,139.97,6.285,251.967,10950.0,100.0,100.0
1946,No Match,unmatched,141.66,9.037,251.9672,12750.0,100.0,100.0
1947,No Match,unmatched,158.09,7.412,252.0912,65308.0,100.0,100.0
1948,No Match,unmatched,157.12,10.496,252.0919,83079.0,100.0,100.0
1949,No Match,unmatched,156.47,4.757,252.0982,84857.0,100.0,100.0
1950,No Match,unmatched,139.23,3.263,252.9015,89591.0,100.0,100.0
1951,No Match,unmatched,140.12,6.313,252.9703,83382.0,100.0,100.0
1952,No Match,unmatched,152.45499999999998,2.0255,253.0585,61243.0,100.0,100.0
1953,No Match,unmatched,151.425,2.7635,253.0716,59690.0,100.0,100.0
1954,No Match,unmatched,153.37,1.244,253.07385,70973.0,100.0,100.0
1955,No Match,unmatched,157.22500000000002,1.5785,253.1083,40716.0,100.0,100.0
1956,No Match,unmatched,156.58,2.834,253.1085,34648.0,100.0,100.0
1957,No Match,unmatched,156.62,1.753,253.1116,87865.0,100.0,100.0
1958,No Match,unmatched,139.17,9.983,253.8923,27219.0,100.0,100.0
1959,No Match,unmatched,141.0,0.542,253.9586,48044.0,100.0,100.0
1960,No Match,unmatched,141.55,0.531,253.9634,92356.0,100.0,100.0
1961,No Match,unmatched,139.79,6.299,253.9648,16677.0,100.0,100.0
1962,No Match,unmatched,157.94,3.137,254.0943,57154.0,100.0,100.0
1963,No Match,unmatched,136.86,7.818,254.9026,72422.0,100.0,100.0
1964,No Match,unmatched,147.07,0.665,255.0004,36614.0,100.0,100.0
1965,No Match,unmatched,156.19,3.355,255.0426,50555.0,100.0,100.0
1966,No Match,unmatched,156.72,2.253,255.0501,54107.0,100.0,100.0
1967,No Match,unmatched,156.54,2.299,255.0528,25774.0,100.0,100.0
1968,No Match,unmatched,158.56,3.379,255.0868,47210.0,100.0,100.0
1969,No Match,unmatched,153.32333333333335,3.013,255.08810000000005,24880.0,100.0,100.0
1970,No Match,unmatched,152.61,0.811,255.0878,11493.0,100.0,100.0
1971,No Match,unmatched,158.23,14.039,255.1049,80260.0,100.0,100.0
1972,No Match,unmatched,154.13,6.63,255.105,9286.0,100.0,100.0
1973,No Match,unmatched,139.34,9.995,255.8902,59854.0,100.0,100.0
1974,No Match,unmatched,141.36,0.536,255.9586,93590.0,100.0,100.0
1975,No Match,unmatched,150.77,1.647,256.0424,93229.0,100.0,100.0
1976,No Match,unmatched,158.29,3.658,256.0637,71859.0,100.0,100.0
1977,No Match,unmatched,156.89999999999998,0.575,256.09435,3470.0,100.0,100.0
1978,No Match,unmatched,153.265,10.541,256.108,11697.0,100.0,100.0
1979,No Match,unmatched,136.86,7.804,256.8987,90271.0,100.0,100.0
1980,No Match,unmatched,148.13,0.593,257.0169,7193.0,100.0,100.0
1981,No Match,unmatched,150.11,1.653,257.0331,80753.0,100.0,100.0
1982,No Match,unmatched,147.43,1.208,257.0369,82146.0,100.0,100.0
1983,No Match,unmatched,156.93,3.365,257.0377,88783.0,100.0,100.0
1984,No Match,unmatched,156.3,6.208500000000001,257.04885,95367.0,100.0,100.0
1985,No Match,unmatched,152.89,1.727,257.0701,81050.0,100.0,100.0
1986,No Match,unmatched,157.58,0.555,257.0767,73896.0,100.0,100.0
1987,No Match,unmatched,158.87,5.618,257.0824,68324.0,100.0,100.0
1988,No Match,unmatched,157.04,0.609,257.0835,61713.0,100.0,100.0
1989,No Match,unmatched,156.81,3.908,257.0849,14106.0,100.0,100.0
1990,No Match,unmatched,155.38,1.573,257.1039,29986.0,100.0,100.0
1991,No Match,unmatched,154.88000000000002,11.052666666666669,257.1157666666666,4786.0,100.0,100.0
1992,No Match,unmatched,158.03,6.843,257.1178,93832.0,100.0,100.0
1993,No Match,unmatched,101.0375,11.12825,257.935625,26325.0,100.0,100.0
1994,No Match,unmatched,101.13,12.043,257.9345,25180.0,100.0,100.0
1995,No Match,unmatched,100.986,11.2008,257.9369,24838.0,100.0,100.0
1996,No Match,unmatched,100.88,9.834047619047618,257.93779047619046,20115.0,100.0,100.0
1997,No Match,unmatched,100.90866666666668,8.459399999999999,257.93802666666664,19558.0,100.0,100.0
1998,No Match,unmatched,100.8990322580645,7.84416129,257.93778064516124,43398.0,100.0,100.0
1999,No Match,unmatched,100.98428571428572,7.069714285714285,257.93751428571426,12699.0,100.0,100.0
2000,No Match,unmatched,100.965,8.7345,257.9374,15622.0,100.0,100.0
2001,No Match,unmatched,100.915,3.19575,257.93820000000005,32972.0,100.0,100.0
2002,No Match,unmatched,100.91866666666668,8.373866666666666,257.9382333333334,8222.0,100.0,100.0
2003,No Match,unmatched,100.904,9.1438,257.9381,23561.0,100.0,100.0
2004,No Match,unmatched,100.91636363636364,7.170272727272728,257.93835454545456,19207.0,100.0,100.0
2005,No Match,unmatched,101.11,6.324,257.9391,48642.0,100.0,100.0
2006,No Match,unmatched,147.07,0.642,257.9556,87962.0,100.0,100.0
2007,No Match,unmatched,153.308,2.2858,257.99056,23677.0,100.0,100.0
2008,No Match,unmatched,153.23,2.29,257.9959,90037.0,100.0,100.0
2009,No Match,unmatched,150.488,1.7744,258.0079400000001,95343.0,100.0,100.0
2010,No Match,unmatched,156.16625,2.81775,258.0087,4181.0,100.0,100.0
2011,No Match,unmatched,159.27,0.898,258.0454,59862.0,100.0,100.0
2012,No Match,unmatched,157.65,3.304,258.0838,88124.0,100.0,100.0
2013,No Match,unmatched,155.58,3.914,258.0886,78824.0,100.0,100.0
2014,No Match,unmatched,155.04,2.693,258.1034,66568.0,100.0,100.0
2015,No Match,unmatched,154.69,2.292,259.0075,78220.0,100.0,100.0
2016,No Match,unmatched,148.15,0.63,259.0123,84899.0,100.0,100.0
2017,No Match,unmatched,154.22,1.524,259.013,71435.0,100.0,100.0
2018,No Match,unmatched,155.21,2.358,259.0132,14687.0,100.0,100.0
2019,No Match,unmatched,148.28,0.562,259.0169,75846.0,100.0,100.0
2020,No Match,unmatched,159.04000000000002,3.1765,259.05965000000003,14916.0,100.0,100.0
2021,No Match,unmatched,153.51,5.984,259.0892,91768.0,100.0,100.0
2022,No Match,unmatched,154.75,2.546,259.1071,85512.0,100.0,100.0
2023,No Match,unmatched,155.74,1.168,259.11839999999995,88894.0,100.0,100.0
2024,No Match,unmatched,100.97666666666667,8.679,259.93396666666666,71317.0,100.0,100.0
2025,No Match,unmatched,100.83,3.716,259.9343,94390.0,100.0,100.0
2026,No Match,unmatched,100.99,8.843,259.9353,40902.0,100.0,100.0
2027,No Match,unmatched,101.0,5.255,259.9346,24209.0,100.0,100.0
2028,No Match,unmatched,100.98666666666668,10.684111111111111,259.93505555555555,51844.0,100.0,100.0
2029,No Match,unmatched,100.9204761904762,10.824190476190475,259.9353666666667,24629.0,100.0,100.0
2030,No Match,unmatched,100.94,10.638142857142856,259.9352214285714,14210.0,100.0,100.0
2031,No Match,unmatched,101.008,10.9886,259.93531,10662.0,100.0,100.0
2032,No Match,unmatched,100.8,3.201,259.937,59799.0,100.0,100.0
2033,No Match,unmatched,100.88,6.56,259.9404,83434.0,100.0,100.0
2034,No Match,unmatched,101.0,10.819,259.9453,95665.0,100.0,100.0
2035,No Match,unmatched,153.285,1.759,259.9705,33051.0,100.0,100.0
2036,No Match,unmatched,153.31,2.337,259.9875,61233.0,100.0,100.0
2037,No Match,unmatched,151.76,1.067,261.0104,91837.0,100.0,100.0
2038,No Match,unmatched,155.41,2.345,261.0119,91316.0,100.0,100.0
2039,No Match,unmatched,151.89999999999998,1.6905,261.04205,11604.0,100.0,100.0
2040,No Match,unmatched,159.02666666666667,3.3610000000000007,261.0738666666666,91675.0,100.0,100.0
2041,No Match,unmatched,148.99,2.681,261.958,14800.0,100.0,100.0
2042,No Match,unmatched,142.8,2.1005,261.9781,63580.0,100.0,100.0
2043,No Match,unmatched,142.87,2.959,261.9793,54017.0,100.0,100.0
2044,No Match,unmatched,158.32,4.521,262.059,50190.0,100.0,100.0
2045,No Match,unmatched,152.95,0.589,262.0716,36187.0,100.0,100.0
2046,No Match,unmatched,160.06,1.735,262.0745,32127.0,100.0,100.0
2047,No Match,unmatched,155.53,0.704,262.0771,59883.0,100.0,100.0
2048,No Match,unmatched,155.27,1.956,262.079,94946.0,100.0,100.0
2049,No Match,unmatched,157.70499999999998,5.3260000000000005,262.1114,62509.0,100.0,100.0
2050,No Match,unmatched,109.46,5.332,262.1148,85687.0,100.0,100.0
2051,No Match,unmatched,77.31,5.349,262.1167,87676.0,100.0,100.0
2052,No Match,unmatched,46.25,5.305,262.1172,83614.0,100.0,100.0
2053,No Match,unmatched,156.57,5.831,263.0035,53921.0,100.0,100.0
2054,No Match,unmatched,156.3,4.254,263.0057,11103.0,100.0,100.0
2055,No Match,unmatched,152.07,1.734,263.0407,82660.0,100.0,100.0
2056,No Match,unmatched,155.28,4.693,263.0465,12622.0,100.0,100.0
2057,No Match,unmatched,153.13,1.592,263.0644,73894.0,100.0,100.0
2058,No Match,unmatched,158.81,2.956,263.0672,38477.0,100.0,100.0
2059,No Match,unmatched,158.78,0.601,264.0306,50615.0,100.0,100.0
2060,No Match,unmatched,155.62,4.72,264.0531,91685.0,100.0,100.0
2061,No Match,unmatched,152.48,0.714,264.0544,64513.0,100.0,100.0
2062,No Match,unmatched,159.71,4.75,264.0878,87390.0,100.0,100.0
2063,No Match,unmatched,157.9,1.674,264.0908,60347.0,100.0,100.0
2064,No Match,unmatched,144.46,3.573,264.9173,18753.0,100.0,100.0
2065,No Match,unmatched,146.84,3.349,264.9251,15981.0,100.0,100.0
2066,No Match,unmatched,152.9,9.713,265.0492,41345.0,100.0,100.0
2067,No Match,unmatched,151.62,1.676,265.0575,95265.0,100.0,100.0
2068,No Match,unmatched,155.94,2.918,265.0717,75620.0,100.0,100.0
2069,No Match,unmatched,154.76999999999998,1.0565,265.07575,89942.0,100.0,100.0
2070,No Match,unmatched,145.26,0.651,265.9493,77157.0,100.0,100.0
2071,No Match,unmatched,143.96,1.923,265.9756,70881.0,100.0,100.0
2072,No Match,unmatched,149.86,8.687,265.9839,64876.0,100.0,100.0
2073,No Match,unmatched,154.29,1.855,266.047,47801.0,100.0,100.0
2074,No Match,unmatched,157.9,2.652,266.065,59982.0,100.0,100.0
2075,No Match,unmatched,159.42,7.2,266.1027,92327.0,100.0,100.0
2076,No Match,unmatched,156.665,1.7985,266.1043,22138.0,100.0,100.0
2077,No Match,unmatched,141.85,1.241,266.893,87988.0,100.0,100.0
2078,No Match,unmatched,141.735,1.4195,266.8978,18897.0,100.0,100.0
2079,No Match,unmatched,144.13,3.574,266.9154,42671.0,100.0,100.0
2080,No Match,unmatched,146.83,3.351,266.9244,17746.0,100.0,100.0
2081,No Match,unmatched,149.66,0.628,267.053,88441.0,100.0,100.0
2082,No Match,unmatched,160.72,4.4515,267.09085000000005,21669.0,100.0,100.0
2083,No Match,unmatched,149.47,8.682,267.9818,75308.0,100.0,100.0
2084,No Match,unmatched,159.935,2.8505000000000003,268.0285,25346.0,100.0,100.0
2085,No Match,unmatched,141.635,1.472,268.8941,73942.0,100.0,100.0
2086,No Match,unmatched,152.32,4.286,268.9688,61431.0,100.0,100.0
2087,No Match,unmatched,161.32,3.466,268.9756,59132.0,100.0,100.0
2088,No Match,unmatched,158.46,11.208,268.9828,4716.0,100.0,100.0
2089,No Match,unmatched,149.56,10.421,268.9835,5377.0,100.0,100.0
2090,No Match,unmatched,151.0975,0.8865000000000001,269.015875,71804.0,100.0,100.0
2091,No Match,unmatched,158.30454545454546,12.903272727272729,269.0342,27162.0,100.0,100.0
2092,No Match,unmatched,158.72,3.9756666666666662,269.05243333333334,54183.0,100.0,100.0
2093,No Match,unmatched,155.3542857142857,2.092142857142857,269.05344285714284,44328.0,100.0,100.0
2094,No Match,unmatched,155.485,0.6865,269.0539,56831.0,100.0,100.0
2095,No Match,unmatched,153.96,0.688,269.0672,82451.0,100.0,100.0
2096,No Match,unmatched,146.98,4.429,269.0704,92744.0,100.0,100.0
2097,No Match,unmatched,148.6975,2.48575,269.1035,43541.0,100.0,100.0
2098,No Match,unmatched,151.35000000000002,0.8005,270.02105,45711.0,100.0,100.0
2099,No Match,unmatched,154.36,2.89,270.0212,50159.0,100.0,100.0
2100,No Match,unmatched,153.05,0.786,270.0297,62143.0,100.0,100.0
2101,No Match,unmatched,161.12,7.256,270.0551,50011.0,100.0,100.0
2102,No Match,unmatched,154.31,2.524,270.0664,88489.0,100.0,100.0
2103,No Match,unmatched,160.61,9.188,270.0901,70273.0,100.0,100.0
2104,No Match,unmatched,156.66,11.724,270.9492,19373.0,100.0,100.0
2105,No Match,unmatched,156.59,9.7445,270.9504,11261.0,100.0,100.0
2106,No Match,unmatched,153.44,7.562,270.9509,39962.0,100.0,100.0
2107,No Match,unmatched,159.81,6.398,271.05,42267.0,100.0,100.0
2108,No Match,unmatched,154.91,1.695,271.0706,64549.0,100.0,100.0
2109,No Match,unmatched,154.9,1.715,271.0735,94071.0,100.0,100.0
2110,No Match,unmatched,113.735,4.7555,271.1004,433.0,100.0,100.0
2111,No Match,unmatched,161.45,5.021,271.1025,66189.0,100.0,100.0
2112,No Match,unmatched,158.5,1.729,271.113,88021.0,100.0,100.0
2113,No Match,unmatched,158.54500000000002,1.173,271.1184,90240.0,100.0,100.0
2114,No Match,unmatched,157.99,2.058,271.1183,47028.0,100.0,100.0
2115,No Match,unmatched,152.15,0.941,271.8951,49530.0,100.0,100.0
2116,No Match,unmatched,152.09,0.987,271.9194,85702.0,100.0,100.0
2117,No Match,unmatched,155.95,9.704,271.9541,94367.0,100.0,100.0
2118,No Match,unmatched,125.07,6.798,271.9942,36773.0,100.0,100.0
2119,No Match,unmatched,156.72,1.595,272.0264,91853.0,100.0,100.0
2120,No Match,unmatched,152.46333333333334,0.8736666666666667,272.0344,68877.0,100.0,100.0
2121,No Match,unmatched,160.97,4.763,272.0458,78326.0,100.0,100.0
2122,No Match,unmatched,157.25,3.121,272.0606,61509.0,100.0,100.0
2123,No Match,unmatched,158.34,0.554,272.0891,35255.0,100.0,100.0
2124,No Match,unmatched,156.73,11.73,272.9478,90289.0,100.0,100.0
2125,No Match,unmatched,156.34,9.757,272.9482,39249.0,100.0,100.0
2126,No Match,unmatched,152.57999999999998,0.854,273.03105,39215.0,100.0,100.0
2127,No Match,unmatched,154.09,0.67,273.0941,76878.0,100.0,100.0
2128,No Match,unmatched,161.86,12.122,273.1104,58153.0,100.0,100.0
2129,No Match,unmatched,160.09,2.847,273.116,36174.0,100.0,100.0
2130,No Match,unmatched,132.09,8.041,273.9725,81517.0,100.0,100.0
2131,No Match,unmatched,158.465,2.5,274.00255000000004,59741.0,100.0,100.0
2132,No Match,unmatched,160.62,0.563,274.06105,40951.0,100.0,100.0
2133,No Match,unmatched,158.755,2.48,274.075,70075.0,100.0,100.0
2134,No Match,unmatched,151.52,2.272,274.9861,48665.0,100.0,100.0
2135,No Match,unmatched,152.4,0.7425,275.02815,31002.0,100.0,100.0
2136,No Match,unmatched,152.395,0.8795,275.03635,87243.0,100.0,100.0
2137,No Match,unmatched,159.89,2.633,275.0897,72261.0,100.0,100.0
2138,No Match,unmatched,162.195,4.432499999999999,275.09540000000004,79950.0,100.0,100.0
2139,No Match,unmatched,156.65,2.311,275.0952,82371.0,100.0,100.0
2140,No Match,unmatched,162.4,5.738,275.0955,37925.0,100.0,100.0
2141,No Match,unmatched,156.99,0.699,275.116,78939.0,100.0,100.0
2142,No Match,unmatched,154.16,0.532,276.0789,23394.0,100.0,100.0
2143,No Match,unmatched,161.13,1.89,276.0878,92910.0,100.0,100.0
2144,No Match,unmatched,162.395,2.0495,276.09250000000003,7384.0,100.0,100.0
2145,No Match,unmatched,157.65,1.923,277.0501,53515.0,100.0,100.0
2146,No Match,unmatched,160.34,6.49,277.0583,31881.0,100.0,100.0
2147,No Match,unmatched,162.58,1.305,277.0704,6006.0,100.0,100.0
2148,No Match,unmatched,154.1966666666667,0.6958333333333334,277.0742,60953.0,100.0,100.0
2149,No Match,unmatched,158.804,2.057,277.07554,7169.0,100.0,100.0
2150,No Match,unmatched,162.79,1.311,277.0754,85412.0,100.0,100.0
2151,No Match,unmatched,141.24,3.819,277.1191,73413.0,100.0,100.0
2152,No Match,unmatched,157.525,0.5655,278.07,75162.0,100.0,100.0
2153,No Match,unmatched,157.97,0.657,278.0738,95158.0,100.0,100.0
2154,No Match,unmatched,161.59166666666667,2.2385,278.1079333333333,34919.0,100.0,100.0
2155,No Match,unmatched,154.81,0.633,279.039,89151.0,100.0,100.0
2156,No Match,unmatched,158.09,1.843,279.0526,35898.0,100.0,100.0
2157,No Match,unmatched,158.81,1.629,279.0901,36290.0,100.0,100.0
2158,No Match,unmatched,162.09,1.692,279.0936,86980.0,100.0,100.0
2159,No Match,unmatched,152.04,7.964,279.1101,82667.0,100.0,100.0
2160,No Match,unmatched,161.81,2.238,279.1112,48741.0,100.0,100.0
2161,No Match,unmatched,149.89,8.291,279.9622,32727.0,100.0,100.0
2162,No Match,unmatched,151.63,6.346,279.9644,80380.0,100.0,100.0
2163,No Match,unmatched,157.24,0.5994999999999999,280.08485,61904.0,100.0,100.0
2164,No Match,unmatched,151.19,8.269,280.1181,37721.0,100.0,100.0
2165,No Match,unmatched,144.08,3.607,280.9106,46618.0,100.0,100.0
2166,No Match,unmatched,129.72125,6.080625,280.9831125,12496.0,100.0,100.0
2167,No Match,unmatched,160.48,3.7095,280.99235,65913.0,100.0,100.0
2168,No Match,unmatched,151.4,3.712,280.9942,14589.0,100.0,100.0
2169,No Match,unmatched,160.4,2.786,281.0609,61510.0,100.0,100.0
2170,No Match,unmatched,159.04,2.6415,281.0675,76881.0,100.0,100.0
2171,No Match,unmatched,155.245,0.7284999999999999,281.07075,41457.0,100.0,100.0
2172,No Match,unmatched,157.26,0.556,281.092,75239.0,100.0,100.0
2173,No Match,unmatched,162.59333333333333,5.082,281.10369999999995,86344.0,100.0,100.0
2174,No Match,unmatched,162.19,2.568,281.1039,88437.0,100.0,100.0
2175,No Match,unmatched,162.815,0.72,281.11205,45705.0,100.0,100.0
2176,No Match,unmatched,149.8,8.306,281.9603,53994.0,100.0,100.0
2177,No Match,unmatched,158.6,3.6985,281.97670000000005,39987.0,100.0,100.0
2178,No Match,unmatched,149.99,6.807,281.9785,87551.0,100.0,100.0
2179,No Match,unmatched,163.465,1.6865,282.0985,76003.0,100.0,100.0
2180,No Match,unmatched,163.08,2.466,282.1071,92298.0,100.0,100.0
2181,No Match,unmatched,144.06,3.611,282.9091,61201.0,100.0,100.0
2182,No Match,unmatched,152.62,0.564,282.9572,51638.0,100.0,100.0
2183,No Match,unmatched,160.3133333333333,7.734333333333333,282.99146666666667,37378.0,100.0,100.0
2184,No Match,unmatched,151.61,3.707,282.9917,30193.0,100.0,100.0
2185,No Match,unmatched,159.505,15.1199375,282.995225,86252.0,100.0,100.0
2186,No Match,unmatched,159.11,14.05225,282.9954,19629.0,100.0,100.0
2187,No Match,unmatched,159.37,13.0225,282.9952,29055.0,100.0,100.0
2188,No Match,unmatched,157.15,1.688,283.033,21170.0,100.0,100.0
2189,No Match,unmatched,160.365,2.808,283.0677,93758.0,100.0,100.0
2190,No Match,unmatched,161.79857142857142,2.5425714285714283,283.1195571428572,10115.0,100.0,100.0
2191,No Match,unmatched,158.79,3.694,283.9735,71093.0,100.0,100.0
2192,No Match,unmatched,160.07,15.997,283.997,78783.0,100.0,100.0
2193,No Match,unmatched,159.53,4.45,284.0375,81923.0,100.0,100.0
2194,No Match,unmatched,158.85,2.943,284.9648,46556.0,100.0,100.0
2195,No Match,unmatched,156.04,11.716,284.9729,83482.0,100.0,100.0
2196,No Match,unmatched,162.86,7.473,284.9732,77998.0,100.0,100.0
2197,No Match,unmatched,155.98000000000002,7.580999999999999,284.9749,64271.0,100.0,100.0
2198,No Match,unmatched,155.5,4.493,284.975,26889.0,100.0,100.0
2199,No Match,unmatched,159.09,2.651,285.05045,83534.0,100.0,100.0
2200,No Match,unmatched,161.272,1.6404,285.08723999999995,7046.0,100.0,100.0
2201,No Match,unmatched,159.11,0.707,285.0985,40602.0,100.0,100.0
2202,No Match,unmatched,162.87,13.894,285.1193,48875.0,100.0,100.0
2203,No Match,unmatched,158.93,0.839,286.05055,95169.0,100.0,100.0
2204,No Match,unmatched,151.41,1.486,286.9662,44525.0,100.0,100.0
2205,No Match,unmatched,158.59333333333333,1.59,286.9889,40789.0,100.0,100.0
2206,No Match,unmatched,159.2,0.932,287.0428,49481.0,100.0,100.0
2207,No Match,unmatched,158.645,2.1045,287.04535,35344.0,100.0,100.0
2208,No Match,unmatched,163.48000000000002,3.8105,287.09585,9409.0,100.0,100.0
2209,No Match,unmatched,158.27,3.119,288.0004,11177.0,100.0,100.0
2210,No Match,unmatched,163.20714285714286,1.9538571428571427,288.0193428571428,42401.0,100.0,100.0
2211,No Match,unmatched,156.36,2.6165000000000003,288.01890000000003,9304.0,100.0,100.0
2212,No Match,unmatched,158.21,2.075,288.0196,51536.0,100.0,100.0
2213,No Match,unmatched,160.12,4.714,288.0905,51073.0,100.0,100.0
2214,No Match,unmatched,164.91,3.298,288.0915,41460.0,100.0,100.0
2215,No Match,unmatched,151.83,7.507,288.1155,44763.0,100.0,100.0
2216,No Match,unmatched,152.03,4.587,288.9339,46121.0,100.0,100.0
2217,No Match,unmatched,152.04,3.104,288.9349,72280.0,100.0,100.0
2218,No Match,unmatched,152.41,0.527,288.9986,79354.0,100.0,100.0
2219,No Match,unmatched,158.94,6.47,289.0173,68141.0,100.0,100.0
2220,No Match,unmatched,160.26,2.607,289.0638,94504.0,100.0,100.0
2221,No Match,unmatched,157.70999999999998,2.2595,289.0705,35882.0,100.0,100.0
2222,No Match,unmatched,164.37,2.91,289.075,15192.0,100.0,100.0
2223,No Match,unmatched,161.94,6.44,289.1125,54255.0,100.0,100.0
2224,No Match,unmatched,146.7,4.973,289.9131,4500.0,100.0,100.0
2225,No Match,unmatched,153.065,2.783,289.9134,7691.0,100.0,100.0
2226,No Match,unmatched,151.81,4.063,289.9166,85353.0,100.0,100.0
2227,No Match,unmatched,160.01,1.255,290.0562,57431.0,100.0,100.0
2228,No Match,unmatched,159.36,0.688,290.0701,45658.0,100.0,100.0
2229,No Match,unmatched,164.956,1.6402,290.10442,6820.0,100.0,100.0
