ID,RT,DT,CCS,m/z,Abundance,Z,Ions,Freq.,Q Score,Sat.,Mark,RT,DT,CCS,m/z,Abundance,RSD,Freq.,RT,DT,CCS,m/z,Abundance,RSD,Freq.,RT,DT,CCS,m/z,Log2(A1/A2),Expression,Diff.Score,83 Paired 12835.d.DeMP, 84 Paired 7211.d.DeMP, 85 Paired 2654.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
9577,10.459,24.535,215.24,326.2393,69,-1,1,1,45.7,,FALSE,10.459,24.535,215.24,326.2393,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,208,0.001,0.001,0.001,0.001,0.001
9578,9.13,25.184,219.17,367.2433,69,-1,1,1,52,,FALSE,9.13,25.184,219.17,367.2433,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,208,0.001,0.001,0.001,0.001,0.001
9579,8.306,29.125,246.05,529.2645,69,-1,1,1,39.8,,FALSE,8.306,29.125,246.05,529.2645,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,208,0.001,0.001,0.001,0.001,0.001
9580,2.912,19.76,182.28,227.1262,69,-1,1,1,53.6,,FALSE,2.912,19.76,182.28,227.1262,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,208,0.001,0.001,0.001,0.001
9581,4.618,34.963,287.29,748.3649,69,-1,1,1,59,,FALSE,4.618,34.963,287.29,748.3649,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,208,0.001,0.001,0.001,0.001
9582,8.808,28.226,239.84,491.3156,69,-1,1,1,51.3,,FALSE,8.808,28.226,239.84,491.3156,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,208,0.001,0.001,0.001,0.001
9583,6.054,32.607,276.39,319.1178,69,-1,1,1,63.1,,FALSE,6.054,32.607,276.39,319.1178,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,208,0.001,0.001,0.001,0.001
9584,12.74,25.062,237.76,101.0235,69,-1,1,1,46.7,,FALSE,12.74,25.062,237.76,101.0235,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,207,0.001,0.001,0.001,0.001,0.001
9585,1.969,17.49,168.15,165.9945,69,-1,1,1,71.4,,FALSE,1.969,17.49,168.15,165.9945,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,207,0.001,0.001,0.001,0.001
9586,8.561,23.986,212.79,271.2048,69,-1,1,1,48.6,,FALSE,8.561,23.986,212.79,271.2048,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,207,0.001,0.001,0.001,0.001,0.001
9587,9.519,27.559,235.88,424.2368,69,-1,1,1,50.8,,FALSE,9.519,27.559,235.88,424.2368,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,207,0.001,0.001,0.001,0.001,0.001
9588,4.41,16.484,159.2,183.0362,69,-1,1,1,47.1,,FALSE,4.41,16.484,159.2,183.0362,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,207,0.001,0.001,0.001,0.001,0.001
9589,3.841,19.767,178.37,373.1767,69,-1,1,1,41.5,,FALSE,3.841,19.767,178.37,373.1767,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,207,0.001,0.001,0.001,0.001
9590,10.846,28.519,242.3,471.2954,69,-1,2,1,41.7,,FALSE,10.846,28.519,242.3,471.2954,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,207,0.001,0.001,0.001
9591,10.826,27.263,233.56,430.2243,69,-1,1,1,50.8,,FALSE,10.826,27.263,233.56,430.2243,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,207,0.001,0.001,0.001,0.001,0.001
9592,13.094,30.681,257.11,574.2798,69,-1,1,1,53.3,,FALSE,13.094,30.681,257.11,574.2798,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,207,0.001,0.001,0.001
9593,11.152,29.155,251.14,295.2281,69,-1,1,1,38.5,,FALSE,11.152,29.155,251.14,295.2281,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,207,0.001,0.001,0.001,0.001,0.001
9594,15.551,33.212,275.99,564.5071,69,-1,1,1,50.5,,FALSE,15.551,33.212,275.99,564.5071,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,207,0.001,0.001,0.001,0.001
9595,13.686,21.567,193.54,299.024,69,-1,2,1,65.6,,FALSE,13.686,21.567,193.54,299.024,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,207,0.001,0.001,0.001,0.001
9596,3.614,17.338,167.03,165.0547,69,-1,1,1,52.9,,FALSE,3.614,17.338,167.03,165.0547,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,207,0.001,0.001,0.001
9597,9.025,17.373,163.34,244.0258,69,-1,1,1,32.7,,FALSE,9.025,17.373,163.34,244.0258,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,207,0.001,0.001,0.001
9598,10.047,28.403,241.74,451.2291,69,-1,1,1,69.5,,FALSE,10.047,28.403,241.74,451.2291,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,207,0.001,0.001,0.001
9599,7.945,25.412,220.53,384.1465,69,-1,1,1,43.3,,FALSE,7.945,25.412,220.53,384.1465,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,207,0.001,0.001,0.001
9600,1.175,20.876,189.55,259.1288,69,-1,1,1,33.8,,FALSE,1.175,20.876,189.55,259.1288,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,207,0.001,0.001,0.001,0.001,0.001
9601,2.275,21.376,192.62,281.1007,69,-1,2,1,41.5,,FALSE,2.275,21.376,192.62,281.1007,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,206,0.001,0.001,0.001,0.001
9602,12.001,29.149,246.77,487.3291,69,-1,1,1,61.2,,FALSE,12.001,29.149,246.77,487.3291,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,206,0.001,0.001,0.001,0.001
9603,13.232,30.156,254.68,459.3475,69,-1,1,1,57.7,,FALSE,13.232,30.156,254.68,459.3475,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,206,0.001,0.001,0.001,0.001,0.001
9604,16.143,40.572,327.97,847.0038,69,-1,1,1,36.2,,FALSE,16.143,40.572,327.97,847.0038,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,206,0.001,0.001,0.001
9605,8.505,34.463,285.23,568.2941,69,-1,1,1,92.9,,FALSE,8.505,34.463,285.23,568.2941,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,206,0.001,0.001,0.001,0.001
9606,7.444,30.235,254.34,526.2478,69,-1,1,1,31.6,,FALSE,7.444,30.235,254.34,526.2478,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,206,0.001,0.001,0.001
9607,9.206,23.521,207.42,333.2059,69,-1,1,1,52.5,,FALSE,9.206,23.521,207.42,333.2059,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,206,0.001,0.001,0.001
9608,8.197,25.657,222.94,357.2035,69,-1,1,1,63.3,,FALSE,8.197,25.657,222.94,357.2035,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,206,0.001,0.001,0.001,0.001,0.001
9609,4.854,25.039,214.28,715.154,69,-1,1,1,43,,FALSE,4.854,25.039,214.28,715.154,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,206,0.001,0.001,0.001
9610,8.491,33.455,277.21,619.2204,69,-1,2,1,42.1,,FALSE,8.491,33.455,277.21,619.2204,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,206,0.001,0.001,0.001,0.001,0.001
9611,0.878,16.037,156.71,167.0186,69,-1,1,1,52.9,,FALSE,0.878,16.037,156.71,167.0186,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,206,0.001,0.001,0.001,0.001,0.001
9612,14.791,28.702,243.91,455.2815,69,-1,1,1,48,,FALSE,14.791,28.702,243.91,455.2815,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,206,0.001,0.001,0.001,0.001,0.001
9613,11.411,28.276,241.25,423.3098,69,-1,1,1,63,,FALSE,11.411,28.276,241.25,423.3098,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,206,0.001,0.001,0.001,0.001,0.001
9614,13.203,27.963,239.31,401.3392,69,-1,1,1,44,,FALSE,13.203,27.963,239.31,401.3392,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,206,0.001,0.001,0.001,0.001,0.001
9615,12.484,32.294,269.11,570.3423,69,-1,1,1,46.5,,FALSE,12.484,32.294,269.11,570.3423,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,206,0.001,0.001,0.001,0.001
9616,7.799,19.769,180.57,276.0517,69,-1,1,1,34.9,,FALSE,7.799,19.769,180.57,276.0517,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,206,0.001,0.001,0.001,0.001
9617,13.395,30.085,252.94,550.2815,69,-1,1,1,51.2,,FALSE,13.395,30.085,252.94,550.2815,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,206,0.001,0.001,0.001
9618,11.732,30.074,253.91,469.3494,69,-1,1,1,32.4,,FALSE,11.732,30.074,253.91,469.3494,69,1.73,1,,,,,0,,0,,,,,16,up,62.61,206,0.001,0.001,0.001,0.001,0.001
9619,15.98,35.071,288.66,674.5126,68,-1,2,1,30.5,,FALSE,15.98,35.071,288.66,674.5126,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,205,0.001,0.001,0.001
9620,3.917,23.662,208.02,353.1011,68,-1,1,1,69.6,,FALSE,3.917,23.662,208.02,353.1011,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,205,0.001,0.001,0.001
9621,6.554,27.721,236.42,466.2341,68,-1,1,1,55.6,,FALSE,6.554,27.721,236.42,466.2341,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,205,0.001,0.001,0.001
9622,3.243,21.961,195.99,319.0479,68,-1,1,1,51,,FALSE,3.243,21.961,195.99,319.0479,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,205,0.001,0.001,0.001
9623,12.831,25.423,224.28,257.2259,68,-1,1,1,35.1,,FALSE,12.831,25.423,224.28,257.2259,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,205,0.001,0.001,0.001,0.001,0.001
9624,1.773,23.78,209.62,323.0584,68,-1,1,1,76,,FALSE,1.773,23.78,209.62,323.0584,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,205,0.001,0.001,0.001
9625,10.779,23.025,204.63,297.2418,68,-1,1,1,40.4,,FALSE,10.779,23.025,204.63,297.2418,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,205,0.001,0.001,0.001,0.001
9626,3.636,24.891,216.9,370.1269,68,-1,1,1,46.5,,FALSE,3.636,24.891,216.9,370.1269,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,205,0.001,0.001,0.001,0.001
9627,3.296,22.771,202.24,314.1412,68,-1,1,1,60.8,,FALSE,3.296,22.771,202.24,314.1412,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,205,0.001,0.001,0.001,0.001,0.001
9628,13.221,29.56,249.46,515.2379,68,-1,1,1,46.7,,FALSE,13.221,29.56,249.46,515.2379,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,205,0.001,0.001,0.001,0.001,0.001
9629,4.065,31.392,261.8,634.2441,68,-1,2,1,63.4,,FALSE,4.065,31.392,261.8,634.2441,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,205,0.001,0.001,0.001,0.001,0.001
9630,7.924,24.985,220.39,271.2046,68,-1,2,1,59.5,,FALSE,7.924,24.985,220.39,271.2046,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,205,0.001,0.001,0.001,0.001,0.001
9631,0.916,15.941,158.69,134.0593,68,-1,2,1,45.6,,FALSE,0.916,15.941,158.69,134.0593,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,205,0.001,0.001,0.001,0.001
9632,11.15,26.516,228.33,409.2382,68,-1,1,1,33.9,,FALSE,11.15,26.516,228.33,409.2382,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,204,0.001,0.001,0.001,0.001
9633,11.93,37.596,315.98,277.1815,68,-1,1,2,50.8,,FALSE,11.93,37.596,315.98,277.1815,68,0.9,2,,,,,0,,0,,,,,16,up,87.295,0.001,119,85,0.001,0.001,0.001
9634,8.286,28.58,240.3,734.9687,68,-1,1,1,42.5,,FALSE,8.286,28.58,240.3,734.9687,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,204,0.001,0.001,0.001
9635,6.043,30.405,259.76,319.1184,68,-1,1,1,34.9,,FALSE,6.043,30.405,259.76,319.1184,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,204,0.001,0.001,0.001,0.001
9636,5.789,21.533,196.18,221.1173,68,-1,1,1,43.6,,FALSE,5.789,21.533,196.18,221.1173,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,204,0.001,0.001,0.001,0.001
9637,9.832,33.124,274.74,621.326,68,-1,1,1,50.5,,FALSE,9.832,33.124,274.74,621.326,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,204,0.001,0.001,0.001
9638,10.961,23.802,207.4,450.9241,68,-1,1,1,31.4,,FALSE,10.961,23.802,207.4,450.9241,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,204,0.001,0.001,0.001,0.001,0.001
9639,10.029,23.803,211.77,261.1845,68,-1,1,1,31.3,,FALSE,10.029,23.803,211.77,261.1845,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,204,0.001,0.001,0.001
9640,11.825,27.736,236.67,457.2383,68,-1,1,1,47.8,,FALSE,11.825,27.736,236.67,457.2383,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,204,0.001,0.001,0.001,0.001,0.001
9641,14.284,31.35,262.37,547.3215,68,-1,2,1,45.9,,FALSE,14.284,31.35,262.37,547.3215,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,204,0.001,0.001,0.001,0.001
9642,15.645,39.976,324.29,744.5539,68,-1,1,1,46.2,,FALSE,15.645,39.976,324.29,744.5539,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,204,0.001,0.001,0.001,0.001
9643,13.291,39.584,321.01,798.5647,68,-1,1,1,34.9,,FALSE,13.291,39.584,321.01,798.5647,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,204,0.001,0.001,0.001
9644,8.144,28.381,242,425.1985,68,-1,2,1,57.1,,FALSE,8.144,28.381,242,425.1985,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,204,0.001,0.001,0.001
9645,11.143,25.536,222.12,353.1849,68,-1,1,1,62.4,,FALSE,11.143,25.536,222.12,353.1849,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,204,0.001,0.001,0.001,0.001,0.001
9646,13.609,22.154,578.16,257.0909,68,-3,2,1,34.8,,FALSE,13.609,22.154,578.16,257.0909,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,204,0.001,0.001,0.001,0.001,0.001
9647,16.037,28.547,242.9,445.3677,68,-1,1,1,49.5,,FALSE,16.037,28.547,242.9,445.3677,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,204,0.001,0.001,0.001,0.001
9648,12.177,27.837,238.55,392.2873,68,-1,1,1,50.8,,FALSE,12.177,27.837,238.55,392.2873,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,204,0.001,0.001,0.001,0.001
9649,13.524,30.822,258.31,559.3007,68,-1,1,1,35.8,,FALSE,13.524,30.822,258.31,559.3007,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,204,0.001,0.001,0.001,0.001
9650,11.679,26.522,226.69,531.0056,68,-1,1,1,57.9,,FALSE,11.679,26.522,226.69,531.0056,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,204,0.001,0.001,0.001,0.001
9651,8.641,49.704,392.98,1295.7095,68,-1,1,2,44,,FALSE,8.641,49.704,392.98,1295.7095,68,0.89,2,,,,,0,,0,,,,,16,up,87.689,0.001,115,88,0.001,0.001,0.001
9652,7.705,18.752,177.8,169.1215,68,-1,1,1,50.7,,FALSE,7.705,18.752,177.8,169.1215,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,203,0.001,0.001,0.001,0.001
9653,8.365,29.841,252.21,467.2616,68,-1,1,1,45.8,,FALSE,8.365,29.841,252.21,467.2616,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,203,0.001,0.001,0.001
9654,8.022,25.627,221.97,393.1928,68,-1,1,1,36.9,,FALSE,8.022,25.627,221.97,393.1928,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,203,0.001,0.001,0.001
9655,10.001,25.886,224.4,369.2108,68,-1,1,1,53.7,,FALSE,10.001,25.886,224.4,369.2108,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,203,0.001,0.001,0.001,0.001,0.001
9656,11.477,25.567,222.26,357.2992,68,-1,1,1,62.5,,FALSE,11.477,25.567,222.26,357.2992,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,203,0.001,0.001,0.001,0.001,0.001
9657,12.848,24.16,212.54,321.2431,68,-1,1,1,45.7,,FALSE,12.848,24.16,212.54,321.2431,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,203,0.001,0.001,0.001,0.001
9658,12.586,29.794,251.2,514.9778,68,-1,2,1,79.9,,FALSE,12.586,29.794,251.2,514.9778,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,203,0.001,0.001,0.001,0.001
9659,7.874,20.873,191.83,207.1384,68,-1,1,1,48.2,,FALSE,7.874,20.873,191.83,207.1384,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,203,0.001,0.001,0.001
9660,16.458,29.045,246.52,451.45,68,-1,1,1,30.8,,FALSE,16.458,29.045,246.52,451.45,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,203,0.001,0.001,0.001,0.001,0.001
9661,10.025,22.4,205.5,179.1056,68,-1,1,1,39,,FALSE,10.025,22.4,205.5,179.1056,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,203,0.001,0.001,0.001
9662,11.431,26.269,227.12,376.2517,68,-1,1,1,68.3,,FALSE,11.431,26.269,227.12,376.2517,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,203,0.001,0.001,0.001,0.001,0.001
9663,10.398,26.395,227.63,398.2261,68,-1,1,1,43.9,,FALSE,10.398,26.395,227.63,398.2261,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,203,0.001,0.001,0.001
9664,7.539,28.54,243.16,427.2126,68,-1,1,1,41.2,,FALSE,7.539,28.54,243.16,427.2126,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,203,0.001,0.001,0.001,0.001,0.001
9665,7.085,29.673,250.35,511.275,68,-1,1,1,31.7,,FALSE,7.085,29.673,250.35,511.275,68,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,203,0.001,0.001,0.001
9666,8.686,26.4,227.92,385.1858,67,-1,1,1,68.3,,FALSE,8.686,26.4,227.92,385.1858,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,202,0.001,0.001,0.001
9667,10.958,18.527,171.45,265.0287,67,-1,1,1,37.7,,FALSE,10.958,18.527,171.45,265.0287,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,202,0.001,0.001,0.001,0.001
9668,9.685,31.737,265.32,541.3006,67,-1,1,1,64.9,,FALSE,9.685,31.737,265.32,541.3006,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,202,0.001,0.001,0.001
9669,3.428,21.215,191.85,267.1206,67,-1,1,1,41.7,,FALSE,3.428,21.215,191.85,267.1206,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,202,0.001,0.001,0.001,0.001
9670,7.809,39.581,320.27,919.4446,67,-1,1,1,38.8,,FALSE,7.809,39.581,320.27,919.4446,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,202,0.001,0.001,0.001
9671,13.785,29.516,250.28,437.3075,67,-1,1,1,47.4,,FALSE,13.785,29.516,250.28,437.3075,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,202,0.001,0.001,0.001,0.001
9672,4.387,27.666,235.37,515.1382,67,-1,1,1,55.5,,FALSE,4.387,27.666,235.37,515.1382,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,202,0.001,0.001,0.001,0.001,0.001
9673,7.083,29.64,250,519.2814,67,-1,2,1,69.6,,FALSE,7.083,29.64,250,519.2814,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,201,0.001,0.001,0.001
9674,14.008,30.452,256.6,478.2953,67,-1,1,1,38.4,,FALSE,14.008,30.452,256.6,478.2953,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,201,0.001,0.001,0.001
9675,12.199,29.02,245.83,485.2703,67,-1,1,1,60.8,,FALSE,12.199,29.02,245.83,485.2703,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,201,0.001,0.001,0.001,0.001,0.001
9676,7.166,25.152,256.26,59.0143,67,-1,1,1,43,,FALSE,7.166,25.152,256.26,59.0143,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,201,0.001,0.001,0.001,0.001
9677,15.178,38.847,315.49,812.5091,67,-1,1,1,34.2,,FALSE,15.178,38.847,315.49,812.5091,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,201,0.001,0.001,0.001,0.001,0.001
9678,7.076,33.431,276.81,642.3008,67,-1,1,1,87.1,,FALSE,7.076,33.431,276.81,642.3008,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,201,0.001,0.001,0.001
9679,2.366,24.443,210.57,608.7302,67,-1,1,1,46.7,,FALSE,2.366,24.443,210.57,608.7302,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,201,0.001,0.001,0.001,0.001,0.001
9680,2.75,30.786,257.52,611.1447,67,-1,1,1,42.3,,FALSE,2.75,30.786,257.52,611.1447,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,201,0.001,0.001,0.001,0.001
9681,10.946,29.502,249.68,467.3366,67,-1,1,1,35.6,,FALSE,10.946,29.502,249.68,467.3366,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,201,0.001,0.001,0.001
9682,11.586,26.313,229.41,301.2161,67,-1,1,1,75.7,,FALSE,11.586,26.313,229.41,301.2161,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,200,0.001,0.001,0.001,0.001,0.001
9683,4.881,22.142,198.12,291.1204,67,-1,1,1,65.1,,FALSE,4.881,22.142,198.12,291.1204,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,200,0.001,0.001,0.001,0.001
9684,5.349,22.369,200.7,265.11,67,-1,1,1,42.9,,FALSE,5.349,22.369,200.7,265.11,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,200,0.001,0.001,0.001,0.001
9685,0.585,15.962,159.97,124.0137,67,-1,1,1,76.8,,FALSE,0.585,15.962,159.97,124.0137,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,200,0.001,0.001,0.001,0.001
9686,13.175,34.306,283.46,624.3927,67,-1,1,1,66.7,,FALSE,13.175,34.306,283.46,624.3927,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,200,0.001,0.001,0.001,0.001,0.001
9687,15.089,33.052,275.17,534.4595,67,-1,1,1,80.2,,FALSE,15.089,33.052,275.17,534.4595,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,200,0.001,0.001,0.001
9688,12.24,28.495,243.19,407.2793,67,-1,2,1,31.1,,FALSE,12.24,28.495,243.19,407.2793,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,200,0.001,0.001,0.001
9689,10.802,26.46,227.57,429.2448,67,-1,1,1,32.8,,FALSE,10.802,26.46,227.57,429.2448,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,200,0.001,0.001,0.001
9690,4.763,29.664,249.48,583.1817,67,-1,1,1,37.4,,FALSE,4.763,29.664,249.48,583.1817,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,200,0.001,0.001,0.001
9691,11.346,19.611,176.52,418.9706,67,-1,1,1,49.4,,FALSE,11.346,19.611,176.52,418.9706,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,200,0.001,0.001,0.001
9692,10.025,29.834,251.42,521.2514,67,-1,1,1,30.5,,FALSE,10.025,29.834,251.42,521.2514,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,200,0.001,0.001,0.001,0.001,0.001
9693,1.731,24.811,216.45,363.1766,67,-1,1,1,67.1,,FALSE,1.731,24.811,216.45,363.1766,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,200,0.001,0.001,0.001,0.001,0.001
9694,1.479,23.337,206.25,324.1679,67,-1,1,1,49.8,,FALSE,1.479,23.337,206.25,324.1679,67,1.73,1,,,,,0,,0,,,,,16,up,62.61,200,0.001,0.001,0.001,0.001,0.001
9695,2.701,18.003,169.79,205.0489,66,-1,1,1,53.2,,FALSE,2.701,18.003,169.79,205.0489,66,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,199,0.001,0.001,0.001,0.001
9696,5.829,30.089,252.81,565.2466,66,-1,1,1,30.8,,FALSE,5.829,30.089,252.81,565.2466,66,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,199,0.001,0.001,0.001
9697,3.409,23.229,204,393.0071,66,-1,1,1,52.2,,FALSE,3.409,23.229,204,393.0071,66,1.73,1,,,,,0,,0,,,,,16,up,62.61,199,0.001,0.001,0.001,0.001,0.001
9698,15.279,27.479,235.36,419.35,66,-1,1,1,58.8,,FALSE,15.279,27.479,235.36,419.35,66,1.73,1,,,,,0,,0,,,,,16,up,62.61,199,0.001,0.001,0.001,0.001,0.001
9699,13.604,27.645,236.17,445.2761,66,-1,1,1,41.2,,FALSE,13.604,27.645,236.17,445.2761,66,1.73,1,,,,,0,,0,,,,,16,up,62.61,199,0.001,0.001,0.001,0.001,0.001
9700,6.004,36.612,299.18,789.2963,66,-1,2,1,48.8,,FALSE,6.004,36.612,299.18,789.2963,66,1.73,1,,,,,0,,0,,,,,16,up,62.61,199,0.001,0.001,0.001,0.001,0.001
9701,8.842,18.782,181.8,130.0162,66,-1,1,1,32.3,,FALSE,8.842,18.782,181.8,130.0162,66,1.73,1,,,,,0,,0,,,,,16,up,62.61,199,0.001,0.001,0.001,0.001,0.001
9702,6.06,31.409,262.37,587.3091,66,-1,1,1,36.9,,FALSE,6.06,31.409,262.37,587.3091,66,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,199,0.001,0.001,0.001,0.001
9703,14.451,36.359,298.1,682.5514,66,-1,1,1,36.1,,FALSE,14.451,36.359,298.1,682.5514,66,1.73,1,,,,,0,,0,,,,,16,up,62.61,199,0.001,0.001,0.001,0.001,0.001
9704,14.759,36.254,297.2,698.5499,66,-1,1,1,53.7,,FALSE,14.759,36.254,297.2,698.5499,66,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,199,0.001,0.001,0.001
9705,1.312,23.814,210.43,303.0795,66,-1,1,1,38.5,,FALSE,1.312,23.814,210.43,303.0795,66,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,199,0.001,0.001,0.001,0.001
